Bowling Style,Innings_ODI_bowling,Innings_Test_bowling,Balls_ODI,Balls_Test,Runs_ODI_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_Test,BBI_ODI,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_Test,SR_ODI_bowling,SR_Test_bowling,4_ODI,5_ODI,5_Test,10_Test,ODI_Matches,Test_Matches,Country,SpanStart_ODI,SpanStart_Test,Bowling Hand,AgeStart_ODI,AgeStart_Test
1,88,78,4341,7757,3780,4480,128,130,0.1041666666666666,0.1276595744680851,29.53,26.15,34.46,5.22,3.46,33.9,59.6,3,1,4,0,90,46,8,2003,2003,1,19.10136986,19.10136986
1,97,54,3848,4767,3354,2786,81,82,0.119047619047619,0.0504201680672268,41.4,20.85,33.97,5.22,3.5,47.5,58.1,0,1,3,0,110,31,5,2001,2001,0,20.7260274,20.7260274
1,88,69,4580,7182,3509,3291,149,159,0.3157894736842105,0.2222222222222222,23.55,17.74,20.69,4.59,2.74,30.7,45.1,6,2,10,0,89,36,4,2016,2018,1,22.64657534,24.64657534
1,15,38,727,3963,681,2133,16,81,0.0784313725490196,0.1851851851851851,42.56,34.66,26.33,5.62,3.22,45.4,48.9,1,0,4,0,15,21,3,2011,2011,1,21.23835616,21.23835616
1,191,350,9584,40037,7861,18627,269,704,0.217391304347826,0.1666666666666666,29.22,30.66,26.45,4.92,2.79,35.6,56.8,11,2,32,3,194,188,6,2002,2003,1,20.0,21.0
1,96,137,5144,14234,3611,6770,142,259,0.2272727272727272,0.1891891891891892,25.42,49.0,26.13,4.21,2.85,36.2,54.9,3,3,8,0,97,71,3,1996,1996,1,21.27671233,21.27671233
1,134,118,6402,11029,5878,4821,159,160,0.1851851851851851,0.1428571428571428,36.96,28.87,30.13,5.5,2.62,40.2,68.9,5,2,8,1,138,67,8,2013,2014,1,21.73150685,22.73150685
0,135,60,3513,2763,3143,1640,69,43,0.25,0.0851063829787234,45.55,28.52,38.555,5.36,3.725,50.9,62.15,1,0,0,0,199,46,2,2004,2008,1,20.290410960000003,24.290410960000003
1,67,2,3211,166,2962,98,96,6,0.125,0.0784313725490196,30.85,19.0,16.33,5.53,3.54,33.4,27.6,4,0,0,0,69,1,3,2013,2013,0,23.24931507,23.24931507
1,85,132,4515,14577,3556,6778,135,273,0.1153846153846153,0.0895522388059701,26.34,22.29,24.82,4.72,2.78,33.4,53.3,1,3,12,0,86,70,3,2010,2014,1,19.55616438,23.55616438
0,42,42,2014,5833,1691,3078,49,65,0.2727272727272727,0.0454545454545454,34.51,16.81,47.35,5.03,3.16,41.1,89.7,0,0,1,0,43,24,5,2005,2006,1,25.227397259999996,26.227397259999996
1,18,6,947,612,980,343,21,3,0.0980392156862745,0.0212765957446808,46.66,41.5,114.33,6.2,3.36,45.0,204.0,0,1,0,0,18,4,6,2016,2016,1,25.37534247,25.37534247
1,29,2,1486,234,1256,153,42,1,0.1333333333333333,0.0196078431372549,29.9,35.28,153.0,5.07,3.92,35.3,234.0,1,1,0,0,29,1,3,2010,2012,1,24.734246579999997,26.734246579999997
0,3,9,114,715,114,493,4,16,0.048780487804878,0.0520833333333333,28.5,10.0,30.81,6.0,4.13,28.5,44.6,0,0,1,0,3,6,10,2014,2014,1,18.87945205,18.87945205
1,76,41,3601,4605,3216,2253,110,71,0.3333333333333333,0.131578947368421,29.23,29.5,31.73,5.35,2.93,32.7,64.8,4,0,5,0,76,22,9,2011,2011,0,21.59726027,21.59726027
1,99,112,5171,11416,4361,6419,157,291,0.375,0.0625,27.77,27.15,22.05,5.06,3.37,32.9,39.2,6,2,14,4,101,62,2,2015,2015,1,20.17808219,20.17808219
0,7,3,381,270,282,204,11,4,0.1666666666666666,0.0273972602739726,25.63,37.5,51.0,4.44,4.53,34.6,67.5,2,0,0,0,7,2,8,2022,2024,1,22.68219178,24.68219178
1,12,36,604,3558,511,1579,14,80,0.0666666666666666,0.125,36.5,41.2,19.73,5.07,2.66,43.1,44.4,0,0,5,1,13,19,5,2020,2020,1,25.58082192,25.58082192
0,43,83,2216,9575,1686,5055,55,158,0.1212121212121212,0.0697674418604651,30.65,24.17,31.99,4.56,3.16,40.2,60.6,2,0,9,1,44,50,2,2017,2016,0,27.473972600000003,26.473972600000003
1,93,147,4579,14464,3885,7491,125,270,0.2222222222222222,0.125,31.08,28.4,27.74,5.09,3.1,36.6,53.5,3,3,11,1,95,81,8,2008,2009,1,20.07945205,21.07945205
1,169,31,8230,2902,6485,1453,240,44,0.2,0.25,27.02,28.55,33.02,4.72,3.0,34.2,65.9,8,1,0,0,170,19,5,2001,2004,1,22.37260274,25.37260274
0,14,2,196,25,167,16,5,0,0.2222222222222222,0.0,33.4,0.0,0.0,5.11,3.84,39.2,0.0,1,0,0,0,59,3,7,2021,2021,1,24.08219178,24.08219178
1,27,21,1303,2081,1051,886,34,39,0.1904761904761904,0.2413793103448276,30.91,22.26,22.71,4.83,2.55,38.3,53.3,2,0,3,0,28,11,2,2013,2013,1,26.11232877,26.11232877
1,116,2,4296,60,3726,31,114,0,0.3076923076923077,0.0,32.68,19.81,0.0,5.2,3.1,37.6,0.0,5,0,0,0,153,3,1,2006,2018,1,22.40273973,34.40273973
0,35,3,1109,438,936,249,23,5,0.2,0.0236220472440944,40.69,53.0,49.8,5.06,3.41,48.2,87.6,0,0,0,0,37,3,11,2005,2005,0,24.95068493,24.95068493
1,49,22,2362,2511,2088,1354,58,46,0.2352941176470588,0.0925925925925925,36.0,23.75,29.43,5.3,3.23,40.7,54.5,2,0,3,0,49,13,11,2009,2011,1,20.449315069999997,22.449315069999997
1,29,5,1253,342,1238,189,34,6,0.088235294117647,0.08,36.41,28.0,31.5,5.92,3.31,36.8,57.0,0,0,0,0,30,3,8,2018,2018,1,20.43561644,20.43561644
1,181,38,8263,3567,6751,1794,199,48,0.2272727272727272,0.1904761904761904,33.92,23.18,37.37,4.9,3.01,41.5,74.3,4,1,0,0,184,21,7,2003,2005,1,21.019178080000003,23.019178080000003
1,9,3,406,324,419,98,6,4,0.0384615384615384,0.048780487804878,69.83,0.0,24.5,6.19,1.81,67.6,81.0,0,0,0,0,11,2,11,2006,2013,1,18.47123288,25.47123288
1,23,28,686,1524,632,622,14,34,0.0666666666666666,0.2777777777777778,45.14,0.0,18.29,5.52,2.44,49.0,44.8,0,0,1,0,28,18,8,2021,2021,1,28.89041096,28.89041096
0,21,6,1011,594,725,295,31,5,0.0909090909090909,0.0425531914893617,23.38,24.0,59.0,4.3,2.97,32.6,118.8,1,0,0,0,21,4,7,2003,2003,1,21.19178082,21.19178082
1,24,44,1015,4327,976,2698,32,75,0.1764705882352941,0.1,30.5,0.0,35.97,5.76,3.74,31.7,57.6,0,0,1,0,24,25,7,2006,2008,1,23.164383559999997,25.164383559999997
0,2,2,114,294,125,238,0,4,0.0,0.0210526315789473,0.0,28.0,59.5,6.57,4.85,0.0,73.5,0,0,0,0,2,1,4,2014,2014,1,26.76712329,26.76712329
1,3,3,78,150,90,105,0,0,0.0,0.0,0.0,27.14,0.0,6.92,4.2,0.0,0.0,0,0,0,0,3,2,0,2017,2023,1,18.96712329,24.96712329
0,100,22,5189,1964,4370,1116,168,53,0.24,0.125,26.01,14.07,21.05,5.05,3.4,30.8,37.0,7,2,4,0,103,12,4,2017,2017,0,22.62465753,22.62465753
1,30,15,1447,1756,1344,1004,34,27,0.0833333333333333,0.0657894736842105,39.52,12.1,37.18,5.57,3.43,42.5,65.0,1,0,1,0,30,8,4,2002,2003,1,20.838356159999996,21.838356159999996
1,55,31,2619,2351,2508,1222,88,54,0.1034482758620689,0.1538461538461538,28.5,20.9,22.62,5.74,3.11,29.7,43.5,4,1,3,0,56,18,2,2018,2018,1,22.33424658,22.33424658
1,4,6,182,419,172,245,2,11,0.025,0.0526315789473684,86.0,53.0,22.27,5.67,3.5,91.0,38.0,0,0,0,0,5,3,2,2020,2020,1,22.21369863,22.21369863
0,5,5,264,526,284,298,5,7,0.0285714285714285,0.0588235294117647,56.8,40.33,42.57,6.45,3.39,52.8,75.1,0,0,0,0,6,3,6,2016,2016,0,26.410958899999997,26.410958899999997
1,4,2,214,185,238,105,5,3,0.0357142857142857,0.0555555555555555,47.6,23.18,35.0,6.67,3.4,42.8,61.6,0,0,0,0,4,2,2,2021,2022,1,27.82739726,28.82739726
1,87,25,4137,2659,4010,1536,135,41,0.0961538461538461,0.078125,29.7,25.08,37.46,5.81,3.46,30.6,64.8,6,1,1,0,89,13,6,2005,2005,1,20.31232877,20.31232877
1,64,1,3300,66,3124,47,99,0,0.1111111111111111,0.0,31.55,17.72,0.0,5.68,4.27,33.3,0.0,2,1,0,0,65,1,5,2016,2019,1,25.1260274,28.1260274
1,60,9,2964,870,2347,448,94,9,0.1818181818181818,0.0697674418604651,24.96,30.05,49.77,4.75,3.08,31.5,96.6,7,0,0,0,61,5,2,2009,2010,0,25.394520550000003,26.394520550000003
1,39,1,1415,102,1339,68,40,1,0.8333333333333334,0.0147058823529411,33.47,22.25,68.0,5.67,4.0,35.3,102.0,0,1,0,0,43,1,11,2014,2021,1,19.47671233,26.47671233
1,9,5,426,660,355,395,11,5,0.0638297872340425,0.0512820512820512,32.27,29.0,79.0,5.0,3.59,38.7,132.0,0,0,0,0,10,4,8,2008,2008,1,23.89589041,23.89589041
0,19,0,566,0,523,0,17,0,0.1875,0.0,30.76,27.41,0.0,5.54,0.0,33.2,0.0,0,0,0,0,25,1,6,2021,2022,1,27.98630137,28.98630137
1,23,22,1076,1980,1138,1117,35,49,0.1282051282051282,0.1428571428571428,32.51,29.76,22.79,6.34,3.38,30.7,40.4,0,1,1,0,23,13,2,2022,2021,0,22.24383562,21.24383562
0,36,15,1907,1932,1612,820,37,24,0.2222222222222222,0.0909090909090909,43.56,0.0,34.16,5.07,2.54,51.5,80.5,0,1,0,0,37,8,4,2002,2000,0,25.88219178,23.88219178
1,17,3,794,168,742,130,29,2,0.3333333333333333,0.037037037037037,25.58,27.5,65.0,5.6,4.64,27.3,84.0,2,0,0,0,17,2,4,2021,2023,1,25.44109589,27.44109589
0,41,4,2101,365,1623,188,55,5,0.16,0.0714285714285714,29.5,28.36,37.6,4.63,3.09,38.2,73.0,5,0,0,0,42,2,7,2021,2022,1,20.99452055,21.99452055
1,4,4,209,448,198,277,10,9,0.0869565217391304,0.0864197530864197,19.8,32.57,30.77,5.68,3.7,20.9,49.7,1,0,1,0,4,2,2,2012,2011,1,21.79452055,20.79452055
1,121,170,6240,17417,5420,9932,236,358,0.2142857142857142,0.12,22.96,23.81,27.74,5.21,3.42,26.4,48.6,12,9,14,2,121,89,3,2010,2011,0,20.49589041,21.49589041
1,65,67,3299,6434,3039,3554,77,117,0.1212121212121212,0.1621621621621621,39.46,19.58,30.37,5.52,3.31,42.8,54.9,2,0,5,0,66,36,6,2015,2015,1,25.54794521,25.54794521
1,12,4,402,330,347,164,8,2,0.09375,0.0208333333333333,43.37,27.71,82.0,5.17,2.98,50.2,165.0,0,0,0,0,16,4,3,2009,2013,1,22.49041096,26.49041096
0,22,6,402,198,371,111,8,1,0.0625,0.0625,46.37,25.83,111.0,5.53,3.36,50.2,198.0,0,0,0,0,47,8,7,2015,2017,1,24.36712329,26.36712329
1,46,8,1056,762,999,431,27,13,0.1162790697674418,0.0652173913043478,37.0,21.78,33.15,5.67,3.39,39.1,58.6,0,1,0,0,71,6,7,2016,2016,1,24.88767123,24.88767123
0,10,78,456,10805,409,5780,13,161,0.0625,0.1875,31.46,24.0,35.9,5.38,3.2,35.0,67.1,0,0,8,2,13,43,7,2007,2014,1,25.019178080000003,32.01917808
1,105,35,4640,2940,3789,1631,135,25,0.4285714285714285,0.0769230769230769,28.06,28.42,65.24,4.89,3.32,34.3,117.6,4,2,0,0,109,22,7,2004,2004,1,19.89315068,19.89315068
0,19,16,738,1551,634,1003,15,24,0.1428571428571428,0.0533333333333333,42.26,15.16,41.79,5.15,3.88,49.2,64.6,0,0,0,0,19,8,5,2022,2022,1,31.45479452,31.45479452
1,150,140,7489,16001,6038,8891,239,313,0.1935483870967742,0.1311475409836065,25.26,20.97,28.4,4.83,3.33,31.3,51.1,9,3,12,3,153,73,3,2005,2007,0,23.73972603,25.73972603
1,80,49,4277,5943,3722,3079,141,95,0.1666666666666666,0.3043478260869565,26.39,24.22,32.41,5.22,3.1,30.3,62.5,10,2,3,0,82,25,5,2014,2015,1,22.62465753,23.62465753
0,2,2,66,90,95,87,0,1,0.0,0.05,0.0,5.0,87.0,8.63,5.8,0.0,90.0,0,0,0,0,2,2,1,2023,2023,0,20.83561644,20.83561644
1,25,2,1179,132,1024,105,31,0,0.1666666666666666,0.0,33.03,32.5,0.0,5.21,4.77,38.0,0.0,1,0,0,0,26,1,5,2003,2004,1,28.92328767,29.92328767
0,99,44,4875,4553,3960,2080,107,53,0.1,0.088235294117647,37.0,22.02,39.24,4.87,2.74,45.5,85.9,0,2,0,0,104,26,5,2015,2015,0,23.47945205,23.47945205
0,3,7,158,892,161,458,3,10,0.0377358490566037,0.0545454545454545,53.66,18.54,45.8,6.11,3.08,52.6,89.2,0,0,0,0,3,4,3,2022,2022,1,28.81917808,28.81917808
1,46,15,1582,1452,1570,727,22,11,0.25,0.0365853658536585,71.36,0.0,66.09,5.95,3.0,71.9,132.0,0,0,0,0,50,10,11,1998,2000,1,17.3260274,19.3260274
0,128,119,5988,12610,5311,7612,111,204,0.0869565217391304,0.1132075471698113,47.84,27.13,37.31,5.32,3.62,53.9,61.8,2,0,5,1,138,68,6,2014,2014,1,27.11232877,27.11232877
1,67,25,3154,2658,2603,1349,86,35,0.1379310344827586,0.16,30.26,21.5,38.54,4.95,3.04,36.6,75.9,3,0,0,0,70,13,4,2006,2006,1,23.046575339999997,23.046575339999997
1,46,11,2163,970,2085,612,59,22,0.2105263157894736,0.1282051282051282,35.33,19.46,27.81,5.78,3.78,36.6,44.0,4,0,1,0,48,6,1,2019,2019,1,23.33972603,23.33972603
1,31,8,1521,868,1369,631,37,22,0.0689655172413793,0.0530973451327433,37.0,25.5,28.68,5.4,4.36,41.1,39.4,1,0,3,0,32,5,5,2006,2007,1,26.78356164,27.78356164
1,69,68,2189,3285,2009,1922,56,48,0.1515151515151515,0.108695652173913,35.87,22.76,40.04,5.5,3.51,39.0,68.4,1,1,1,0,89,42,3,2011,2014,1,19.77534247,22.77534247
1,42,73,2225,7140,1674,3716,67,113,0.1111111111111111,0.1944444444444444,24.98,11.4,32.88,4.51,3.12,33.2,63.1,1,2,4,0,43,38,3,1995,1996,1,23.46575342,24.46575342
0,26,85,1308,12475,980,5797,24,167,0.12,0.1621621621621621,40.83,20.0,34.71,4.49,2.78,54.5,74.7,0,0,12,2,26,50,6,2007,2006,0,25.26027397,24.26027397
1,8,39,297,3537,337,2118,5,64,0.0285714285714285,0.0495049504950495,67.4,0.0,33.09,6.8,3.59,59.4,55.2,0,0,1,0,8,23,7,2017,2016,0,25.863013700000003,24.863013700000003
0,5,1,208,93,203,47,5,1,0.0714285714285714,0.0212765957446808,40.6,28.28,47.0,5.85,3.03,41.6,93.0,0,0,0,0,5,1,6,2020,2022,1,23.76438356,25.76438356
0,151,66,4350,3423,3791,1958,82,43,0.75,0.0980392156862745,46.23,27.35,45.53,5.22,3.43,53.0,79.6,0,0,1,0,232,50,10,2007,2009,1,21.48219178,23.48219178
0,94,74,4593,10608,3695,5508,106,164,0.16,0.1206896551724138,34.85,36.76,33.58,4.82,3.11,43.3,64.6,5,0,9,2,97,43,10,2017,2016,1,19.76164384,18.76164384
1,60,67,3013,7619,2400,3627,81,119,0.1666666666666666,0.1363636363636363,29.62,21.94,30.47,4.77,2.85,37.1,64.0,1,1,4,0,61,36,9,2009,2009,0,17.293150679999997,17.293150679999997
0,177,77,7733,4067,5400,1808,139,53,0.0975609756097561,0.25,38.84,22.75,34.11,4.18,2.66,55.6,76.7,1,0,0,0,218,55,9,2003,2003,1,22.78356164,22.78356164
1,60,6,3109,712,2549,389,83,10,0.1333333333333333,0.0681818181818181,30.71,35.12,38.9,4.91,3.27,37.4,71.2,2,0,0,0,60,4,9,2010,2013,0,28.14520548,31.14520548
0,156,5,7598,546,5410,254,169,8,0.2941176470588235,0.0833333333333333,32.01,28.16,31.75,4.27,2.79,44.9,68.2,4,1,0,0,161,3,0,2009,2018,1,24.57534247,33.57534247
0,37,12,1773,959,1507,496,42,16,0.2105263157894736,0.0568181818181818,35.88,27.22,31.0,5.09,3.1,42.2,59.9,3,0,1,0,37,6,9,2016,2016,0,22.35616438,22.35616438
1,2,1,62,73,70,57,0,0,0.0,0.0,0.0,0.0,0.0,6.77,4.68,0.0,0.0,0,0,0,0,2,1,0,2023,2024,1,20.88767123,21.88767123
1,85,66,4284,7499,3567,4483,121,85,0.5,0.1388888888888889,29.47,18.42,52.74,4.99,3.58,35.4,88.2,3,1,2,0,87,36,9,2001,2001,1,20.42739726,20.42739726
1,20,4,962,358,856,231,34,2,0.1111111111111111,0.0140845070422535,25.17,20.86,115.5,5.33,3.87,28.2,179.0,1,0,0,0,20,2,9,2022,2022,1,20.92876712,20.92876712
1,100,122,4985,11515,4618,6346,195,229,0.1228070175438596,0.1071428571428571,23.68,29.62,27.71,5.55,3.3,25.5,50.2,10,5,6,0,101,64,4,2013,2013,1,22.904109589999997,22.904109589999997
1,40,50,1825,3930,1550,2197,68,74,0.2857142857142857,0.4,22.79,31.5,29.68,5.09,3.35,26.8,53.1,2,1,3,0,41,27,4,2019,2020,1,25.37808219,26.37808219
1,2,1,97,120,101,114,2,0,0.0952380952380952,0.0,50.5,0.0,0.0,6.24,5.7,48.5,0.0,0,0,0,0,2,1,9,2020,2019,1,19.92054795,18.92054795
0,74,1,3968,90,2863,75,101,1,0.1,0.0133333333333333,28.34,18.1,75.0,4.32,5.0,39.2,90.0,3,1,0,0,75,1,0,2017,2018,1,16.3369863,17.3369863
1,6,6,234,284,217,179,5,7,0.1,10000.0,43.4,24.35,25.57,5.56,3.78,46.8,40.5,0,0,0,0,6,3,4,2023,2023,1,29.79726027,29.79726027
1,103,25,5003,2145,4307,1139,164,31,0.1395348837209302,0.1081081081081081,26.26,21.32,36.74,5.16,3.18,30.5,69.1,5,5,0,0,104,15,10,2015,2015,0,19.89589041,19.89589041
1,3,4,148,226,129,154,5,11,0.1,0.1212121212121212,25.8,39.0,14.0,5.22,4.08,29.6,20.5,0,0,0,0,3,2,2,2023,2023,0,27.96712329,27.96712329
0,6,4,336,790,260,435,3,7,0.04,0.048780487804878,86.66,35.5,62.14,4.64,3.3,112.0,112.8,0,0,0,0,6,2,11,2011,2014,1,20.46849315,23.46849315
1,47,53,2345,5077,2339,3003,63,70,0.1290322580645161,0.0454545454545454,37.12,29.06,42.9,5.98,3.54,37.2,72.5,2,0,1,0,49,28,7,2012,2011,1,25.77808219,24.77808219
1,8,4,420,251,481,172,6,4,0.0344827586206896,0.037037037037037,80.16,18.07,43.0,6.87,4.11,70.0,62.7,0,0,0,0,8,2,4,2019,2021,1,26.68219178,28.68219178
0,56,33,2724,4200,2152,2204,63,63,0.1379310344827586,0.0943396226415094,34.15,23.5,34.98,4.74,3.14,43.2,66.6,2,0,2,0,58,17,3,2002,2004,1,20.78082192,22.78082192
0,29,242,1626,32761,1334,16052,29,530,0.0909090909090909,0.16,46.0,48.0,30.28,4.92,2.93,56.0,61.8,1,0,24,5,29,129,3,2012,2011,1,24.69041096,23.69041096
0,46,2,2125,132,1660,67,45,0,0.0930232558139534,0.0,36.88,20.36,0.0,4.68,3.04,47.2,0.0,2,0,0,0,50,1,8,2008,2009,0,26.20273973,27.20273973
1,116,10,5759,1110,4240,505,174,12,0.1063829787234042,0.0833333333333333,24.36,23.05,42.08,4.41,2.72,33.0,92.5,5,2,0,0,116,5,3,2001,2003,0,23.87945205,25.87945205
0,48,14,1743,574,1407,303,35,1,0.09375,0.0909090909090909,40.2,40.66,303.0,4.84,3.16,49.8,574.0,0,0,0,0,59,8,10,2008,2008,1,21.578082190000003,21.578082190000003
1,14,28,695,2856,543,1725,32,51,0.1515151515151515,0.1612903225806451,16.96,32.75,33.82,4.68,3.62,21.7,56.0,0,2,1,0,14,17,9,2022,2019,1,19.45205479,16.45205479
0,43,25,1256,924,988,442,24,8,0.1153846153846153,0.0576923076923076,41.16,37.42,55.25,4.71,2.87,52.3,115.5,0,0,0,0,65,19,10,2011,2011,1,19.6630137,19.6630137
1,72,16,3466,1565,3221,1044,110,18,0.2222222222222222,0.1,29.28,20.2,58.0,5.57,4.0,31.5,86.9,6,1,0,0,74,9,9,2003,2004,1,25.41643836,26.41643836
1,37,3,1649,329,1386,194,44,5,0.1,0.0327868852459016,31.5,67.0,38.8,5.04,3.53,37.4,65.8,1,0,0,0,38,2,10,2004,2004,1,16.81643836,16.81643836
0,5,2,264,174,224,76,5,4,0.0526315789473684,0.074074074074074,44.8,33.12,19.0,5.09,2.62,52.8,43.5,0,0,0,0,5,1,10,2018,2018,0,26.356164380000003,26.356164380000003
1,7,5,318,358,317,194,8,10,0.0470588235294117,0.1034482758620689,39.62,0.0,19.4,5.98,3.25,39.7,35.8,1,0,0,0,8,3,6,2018,2019,1,24.80547945,25.80547945
0,5,10,198,1320,177,642,5,25,0.0508474576271186,0.0652173913043478,35.4,59.0,25.68,5.36,2.91,39.6,52.8,0,0,2,1,5,5,7,2021,2021,0,22.83013699,22.83013699
1,67,11,3242,1611,2774,697,77,27,0.1290322580645161,0.0471698113207547,36.02,24.12,25.81,5.13,2.59,42.1,59.6,3,0,1,0,68,6,4,2007,2011,1,20.824657530000003,24.824657530000003
0,160,6,8571,753,6239,410,133,10,0.1388888888888889,0.05,46.9,33.0,41.0,4.36,3.26,64.4,75.3,2,1,0,0,164,4,11,2004,2004,1,19.34246575,19.34246575
0,30,20,1488,2063,1539,1276,27,37,0.0769230769230769,0.0526315789473684,57.0,24.21,34.48,6.2,3.71,55.1,55.7,1,0,2,0,31,11,7,2016,2016,0,25.134246580000003,25.134246580000003
1,19,14,888,1130,820,661,19,17,0.1304347826086956,0.075,43.15,0.0,38.88,5.54,3.5,46.7,66.4,0,0,0,0,19,8,7,1999,1999,0,22.31232877,22.31232877
0,5,1,150,60,151,32,2,3,0.03125,0.09375,75.5,0.0,10.66,6.04,3.2,75.0,20.0,0,0,0,0,7,3,7,2019,2022,0,20.83013699,23.83013699
1,88,115,4583,12614,4042,6063,141,269,0.0714285714285714,0.2608695652173913,28.66,23.57,22.53,5.29,2.88,32.5,46.8,6,1,12,2,88,62,3,2011,2011,1,18.22465753,18.22465753
1,19,126,901,13907,743,6777,17,221,0.0545454545454545,0.1111111111111111,43.7,19.33,30.66,4.94,2.92,53.0,62.9,0,0,8,0,20,67,3,2009,2008,1,24.67671233,23.67671233
0,25,6,1312,492,1117,270,32,7,0.1739130434782608,0.0579710144927536,34.9,37.75,38.57,5.1,3.29,41.0,70.2,2,0,0,0,25,3,4,2007,2006,1,18.59726027,17.59726027
0,17,48,876,7633,652,3420,21,113,0.1052631578947368,0.1276595744680851,31.04,13.2,30.26,4.46,2.68,41.7,67.5,1,0,7,1,18,24,4,2008,2009,0,21.89863014,22.89863014
0,76,1,2441,12,1942,11,43,0,0.109090909090909,0.0,45.16,33.95,0.0,4.77,5.5,56.7,0.0,1,1,0,0,161,7,1,2008,2018,1,17.904109589999997,27.904109589999997
1,51,21,2160,2022,1970,1321,56,32,0.3125,0.1063829787234042,35.17,28.87,41.28,5.47,3.91,38.5,63.1,1,1,1,0,52,12,7,2015,2015,1,23.54794521,23.54794521
0,53,7,2577,674,2194,403,84,4,0.3684210526315789,0.023391812865497,26.11,15.71,100.75,5.1,3.58,30.6,168.5,3,4,0,0,54,4,7,2017,2020,1,20.0,23.0
1,15,20,444,1050,422,515,12,19,0.0338983050847457,3.0,35.16,25.8,27.1,5.7,2.94,37.0,55.2,0,0,0,0,15,12,2,2017,2019,1,19.44109589,21.44109589
0,3,4,130,188,133,134,6,3,0.09375,0.0204081632653061,22.16,13.81,44.66,6.13,4.27,21.6,62.6,0,0,0,0,3,2,0,2022,2019,1,21.95616438,18.95616438
0,114,189,6303,26166,5180,12255,156,516,0.16,0.1186440677966101,33.2,23.22,23.75,4.93,2.81,40.4,50.7,1,0,36,8,116,100,4,2010,2011,1,23.865753419999997,24.865753419999997
1,51,4,2403,264,2102,162,77,3,0.2105263157894736,0.0277777777777777,27.29,19.52,54.0,5.24,3.68,31.2,88.0,5,0,0,0,54,2,2,2009,2010,1,26.46849315,27.46849315
1,42,8,1957,780,1739,475,56,9,0.15625,0.0754716981132075,31.05,22.8,52.77,5.33,3.65,34.9,86.6,1,1,0,0,44,5,11,2017,2021,0,19.58356164,23.58356164
1,88,33,4033,3440,3434,1705,117,49,0.1020408163265306,0.0833333333333333,29.35,25.9,34.79,5.1,2.97,34.4,70.2,8,2,0,0,92,18,8,2003,2009,1,18.7890411,24.7890411
0,20,11,835,719,839,331,18,10,0.0666666666666666,0.0909090909090909,46.61,19.69,33.1,6.02,2.76,46.3,71.9,1,0,0,0,25,7,5,2023,2021,0,23.69589041,21.69589041
1,31,1,1436,78,1423,73,38,1,0.1333333333333333,0.0136986301369863,37.44,24.7,73.0,5.94,5.61,37.7,78.0,1,0,0,0,31,1,4,2010,2012,1,26.460273970000003,28.460273970000003
0,189,136,9750,17233,7936,7096,220,294,0.1515151515151515,0.1666666666666666,36.07,29.85,24.13,4.88,2.47,44.3,58.6,7,2,13,2,197,72,4,2009,2012,0,20.64657534,23.64657534
1,5,7,161,336,149,170,6,3,0.0869565217391304,0.0277777777777777,24.83,60.0,56.66,5.55,3.03,26.8,112.0,0,0,0,0,6,8,8,2019,2017,0,28.21643836,26.21643836
1,84,122,3881,12443,3534,6232,109,171,0.3076923076923077,0.1063829787234042,32.42,41.25,36.44,5.46,3.0,35.6,72.7,3,0,4,0,86,70,7,2009,2010,1,22.38630137,23.38630137
1,20,52,1031,5736,832,2658,44,113,0.2631578947368421,0.0598290598290598,18.9,23.75,23.52,4.84,2.78,23.4,50.7,0,3,5,0,21,27,3,2009,2010,1,29.799999999999997,30.799999999999997
1,11,7,549,1079,481,561,9,19,0.0606060606060606,0.1764705882352941,53.44,0.0,29.52,5.25,3.11,61.0,56.7,0,0,1,0,11,4,6,2001,2003,1,26.550684930000003,28.550684930000003
0,74,27,3278,2515,2680,1416,75,38,0.3333333333333333,0.1515151515151515,35.73,18.79,37.26,4.9,3.37,43.7,66.1,3,0,1,0,79,15,2,2002,2003,0,22.98630137,23.98630137
1,25,36,1277,4812,1039,2231,29,79,0.1578947368421052,0.1489361702127659,35.82,19.0,28.24,4.88,2.78,44.0,60.9,0,0,5,1,25,22,6,2001,2001,0,23.5369863,23.5369863
1,10,7,513,667,448,422,12,10,0.1818181818181818,0.0461538461538461,37.33,19.22,42.2,5.23,3.79,42.7,66.7,1,0,0,0,10,4,2,2013,2012,1,30.37260274,29.37260274
0,37,72,1553,6793,1255,3910,27,85,0.1,0.1333333333333333,46.48,17.66,46.0,4.84,3.45,57.5,79.9,0,0,4,0,45,49,8,2017,2016,1,25.35342466,24.35342466
1,17,35,716,3891,686,2138,21,57,0.0652173913043478,0.0816326530612244,32.66,30.0,37.5,5.74,3.29,34.0,68.2,0,0,0,0,19,19,7,2011,2011,1,25.098630139999997,25.098630139999997
0,25,8,1150,883,983,456,22,4,0.0697674418604651,0.0476190476190476,44.68,0.0,114.0,5.12,3.09,52.2,220.7,0,0,0,0,28,5,8,1997,1997,1,22.89863014,22.89863014
0,33,4,730,228,766,107,19,4,0.5,0.125,40.31,21.3,26.75,6.29,2.81,38.4,57.0,1,1,0,0,52,3,11,2017,2017,1,23.28767123,23.28767123
