,Player Name,Born,Age,Batting Style,Bowling Style,Playing Role,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,BF_Test,SR_ODI_batting,SR_T20_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_T20,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,4_Test,5_ODI,5_T20,5_Test,10_ODI,10_T20,10_Test,ODI_Matches,T20_Matches,Test_Matches,Country,Current Status,SpanStart_ODI,SpanEnd_ODI,SpanStart_Test,SpanEnd_Test,SpanStart_T20,SpanEnd_T20
297,MA Wood,1/11/1990,34.54794521,Right hand Bat,Right arm Fast,Bowler,26,3,61,15,3,11,157,11,785,43,5,52,14.27,0.0,15.7,156,13,0,100.64,84.61,0,0,0,0,0,1,4,0,10,65,33,67,3299,0,6434,3039,979,3554,77,50,117,4/33,3/9,6/37,39.46,19.58,30.37,5.52,8.4,3.31,42.8,13.9,54.9,2,0,0,0,0,5,0,0,0,66,34,36,ENG,Currently Playing,2015,2023,2015,2024,2015,2024
298,MC Henriques,2/1/1987,37.49041096,Right hand Bat,Right arm Fast medium,Allrounder,15,21,8,2,4,1,117,355,164,22,62,81,9.0,20.88,23.42,192,285,0,60.93,124.56,0,0,0,0,2,2,0,0,2,12,10,4,402,0,330,347,194,164,8,7,2,3/32,3/22,1/48,43.37,27.71,82.0,5.17,8.43,2.98,50.2,19.7,165.0,0,0,0,0,0,0,0,0,0,16,24,4,AUS,Retired,2009,2021,2013,2016,2009,2021
299,MD Gunathilaka,3/17/1991,33.36712329,Left hand Bat,Right arm Offbreak,Allrounder,46,45,16,1,0,0,1601,741,299,133,57,61,35.57,16.46,18.68,1844,615,0,86.82,120.48,2,0,0,11,3,2,1,4,0,22,12,6,402,0,198,371,155,111,8,6,1,3/48,2/3,1/16,46.37,25.83,111.0,5.53,7.56,3.36,50.2,20.5,198.0,0,0,0,0,0,0,0,0,0,47,46,8,SL,Retired,2015,2022,2017,2018,2016,2022
300,MD Shanaka,9/9/1991,32.88767123,Right hand Bat,Right arm Medium,Allrounder,63,94,12,5,20,2,1299,1456,140,108,74,66,22.39,19.67,14.0,1420,1189,0,91.47,122.45,2,0,0,4,5,1,6,13,2,46,53,8,1056,0,762,999,719,431,27,33,13,5/43,3/16,3/46,37.0,21.78,33.15,5.67,8.26,3.39,39.1,15.8,58.6,0,0,0,1,0,0,0,0,0,71,102,6,SL,Currently Playing,2016,2024,2016,2021,2015,2024
301,MDK Perera,7/22/1982,42.01917808,Right hand Bat,Right arm Offbreak,Allrounder,12,2,77,0,0,8,152,1,1303,30,1,95,12.66,0.5,18.88,199,6,0,76.38,16.66,0,0,0,0,0,7,0,1,14,10,3,78,456,0,10805,409,72,5780,13,3,161,3/48,3/26,6/32,31.46,24.0,35.9,5.38,7.2,3.2,35.0,20.0,67.1,0,0,0,0,0,8,0,0,2,13,3,43,SL,Retired,2007,2018,2014,2021,2011,2011
302,MDKJ Perera,8/17/1990,33.95068493,Left hand Bat,Never Bowled,Wicketkeeper Batter,111,67,41,5,2,3,3237,1750,1177,135,84,153,30.53,26.92,30.97,3485,1334,0,92.88,131.18,6,0,2,17,14,7,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,116,68,22,SL,Currently Playing,2013,2023,2015,2021,2013,2024
303,ME Trescothick,12/25/1975,48.59452055,Left hand Bat,Right arm Medium,Opening Batter,122,3,143,6,0,10,4335,166,5825,137,72,219,37.37,55.33,43.79,5087,131,0,85.21,126.71,12,0,14,21,2,29,13,0,12,13,0,10,232,0,300,219,0,155,4,0,1,2/7,-,1/34,54.75,0.0,155.0,5.66,0.0,3.1,58.0,0.0,300.0,0,0,0,0,0,0,0,0,0,123,3,76,ENG,Retired,2000,2006,2000,2006,2005,2006
304,MEK Hussey,5/27/1975,49.17260274,Left hand Bat,Right arm Medium,Middle order Batter,157,30,137,44,11,16,5442,721,6235,109,60,195,48.15,37.94,51.52,6243,529,0,87.16,136.29,3,0,19,39,4,29,3,1,12,13,1,32,240,0,588,235,5,306,2,0,7,1/22,-,1/0,117.5,0.0,43.71,5.87,5.0,3.12,120.0,0.0,84.0,0,0,0,0,0,0,0,0,0,185,38,79,AUS,Retired,2004,2012,2005,2013,2005,2012
305,MF Maharoof,9/7/1984,39.89315068,Right hand Bat,Right arm Fast medium,Allrounder,75,5,34,18,1,4,1113,33,556,69,13,72,19.52,8.25,18.53,1294,43,0,86.01,76.74,0,0,0,2,0,3,3,1,1,105,8,35,4640,0,2940,3789,199,1631,135,7,25,6/14,2/18,4/52,28.06,28.42,65.24,4.89,7.37,3.32,34.3,23.1,117.6,4,0,0,2,0,0,0,0,0,109,8,22,SL,Retired,2004,2016,2004,2011,2006,2016
306,MG Bracewell,2/14/1991,33.45479452,Left hand Bat,Right arm Offbreak,Batting Allrounder,16,15,14,4,5,1,510,167,259,140,61,74,42.5,16.7,19.92,430,134,0,118.6,124.62,2,0,0,0,1,1,0,3,1,19,19,16,738,0,1551,634,364,1003,15,24,24,3/21,3/5,4/75,42.26,15.16,41.79,5.15,6.4,3.88,49.2,14.2,64.6,0,0,0,0,0,0,0,0,0,19,22,8,NZ,Currently Playing,2022,2023,2022,2023,2022,2024
307,MG Johnson,11/2/1981,42.73972603,Left hand Bat,Left arm Fast,Bowler,91,17,109,32,7,16,951,109,2065,73,28,123,16.11,10.9,22.2,987,95,0,96.35,114.73,0,0,1,2,0,11,6,2,19,150,30,140,7489,0,16001,6038,797,8891,239,38,313,6/31,3/15,8/61,25.26,20.97,28.4,4.83,7.28,3.33,31.3,17.2,51.1,9,0,0,3,0,12,0,0,3,153,30,73,AUS,Retired,2005,2015,2007,2015,2007,2013
308,MJ Clarke,4/2/1981,43.32328767,Right hand Bat,Slow Left arm Orthodox,Middle order Batter,223,28,198,44,5,22,7981,488,8643,130,67,329,44.58,21.21,49.1,10104,473,0,78.98,103.17,8,0,28,58,1,27,10,2,9,106,15,65,2585,0,2435,2146,225,1184,57,6,31,5/35,1/2,6/9,37.64,37.5,38.19,4.98,8.65,2.91,45.3,26.0,78.5,1,0,0,1,0,2,0,0,0,245,34,115,AUS,Retired,2003,2015,2004,2015,2005,2010
309,MJ Guptill,9/30/1986,37.83013699,Right hand Bat,Right arm Offbreak,Opening Batter,195,118,89,19,7,1,7346,3531,2586,237,105,189,41.73,31.81,29.38,8415,2602,0,87.29,135.7,18,2,3,39,20,17,16,3,10,11,1,18,109,0,428,98,11,298,4,0,8,2/6,-,3/11,24.5,0.0,37.25,5.39,11.0,4.17,27.2,0.0,53.5,0,0,0,0,0,0,0,0,0,198,122,47,NZ,Retired,2009,2022,2009,2016,2009,2022
310,MJ Henry,12/14/1991,32.62465753,Right hand Bat,Right arm Fast medium,Bowler,35,7,33,12,3,6,255,24,600,48,12,72,11.08,6.0,22.22,277,27,0,92.05,88.88,0,0,0,0,0,4,7,1,6,80,17,49,4277,0,5943,3722,533,3079,141,22,95,5/30,3/32,7/23,26.39,24.22,32.41,5.22,8.2,3.1,30.3,17.7,62.5,10,0,0,2,0,3,0,0,0,82,18,25,NZ,Currently Playing,2014,2023,2015,2024,2014,2024
311,MJ Humphreys,9/28/2002,21.83561644,Right hand Bat,Slow Left arm Orthodox,Bowler,1,0,3,1,0,2,4,0,38,4,0,27,0.0,0.0,38.0,7,0,0,57.14,0.0,0,0,0,0,0,0,0,0,0,2,1,2,66,0,90,95,10,87,0,2,1,-,2/10,1/20,0.0,5.0,87.0,8.63,5.0,5.8,0.0,6.0,90.0,0,0,0,0,0,0,0,0,0,2,1,2,IRE,Currently Playing,2023,2023,2023,2024,2023,2023
312,MJ Mason,8/27/1974,49.92328767,Right hand Bat,Right arm Fast medium,Bowler,7,1,2,4,0,0,24,2,3,13,2,3,8.0,2.0,1.5,45,2,0,53.33,100.0,0,0,0,0,0,0,1,0,1,25,3,2,1179,0,132,1024,65,105,31,2,0,4/24,1/18,-,33.03,32.5,0.0,5.21,7.22,4.77,38.0,27.0,0.0,1,0,0,0,0,0,0,0,0,26,3,1,NZ,Retired,2003,2010,2004,2004,2006,2008
313,MJ North,7/28/1979,45.00273973,Left hand Bat,Right arm Offbreak,Middle order Batter,2,1,35,0,0,2,6,20,1171,5,20,128,3.0,20.0,35.48,19,21,0,31.57,95.23,0,0,5,0,0,4,0,0,5,1,0,19,18,0,1258,16,0,591,0,0,14,-,-,6/55,0.0,0.0,42.21,5.33,0.0,2.81,0.0,0.0,89.8,0,0,0,0,0,1,0,0,0,2,1,21,AUS,Retired,2009,2009,2009,2010,2009,2009
314,MJ Prior,2/26/1982,42.42191781,Right hand Bat,Never Bowled,Wicketkeeper Batter,62,8,123,9,2,21,1282,127,4099,87,32,131,24.18,21.16,40.18,1670,100,0,76.76,127.0,0,0,7,3,0,28,5,1,13,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,68,10,79,ENG,Retired,2004,2011,2007,2014,2007,2010
315,MJ Santner,2/5/1992,32.47945205,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,78,70,35,29,29,2,1355,675,804,67,77,126,27.65,16.46,24.36,1485,552,0,91.24,122.28,0,0,1,3,1,2,3,5,3,99,102,44,4875,0,4553,3960,2533,2080,107,115,53,5/50,4/11,3/34,37.0,22.02,39.24,4.87,7.05,2.74,45.5,18.7,85.9,0,3,0,2,0,0,0,0,0,104,104,26,NZ,Currently Playing,2015,2023,2015,2024,2015,2024
316,MJ Swepson,10/4/1993,30.81917808,Right hand Bat,Legbreak,Bowler,1,5,5,0,5,1,2,32,28,2,14,15,2.0,0.0,7.0,2,23,0,100.0,139.13,0,0,0,0,0,0,0,0,1,3,8,7,158,0,892,161,204,458,3,11,10,2/53,3/12,3/55,53.66,18.54,45.8,6.11,8.16,3.08,52.6,13.6,89.2,0,0,0,0,0,0,0,0,0,3,8,4,AUS,Retired,2022,2022,2022,2022,2018,2022
317,ML Nkala,4/1/1981,43.3260274,Right hand Bat,Right arm Medium,Bowler,35,1,15,5,0,2,324,1,187,47,1,47,10.8,1.0,14.38,526,3,0,61.59,33.33,0,0,0,0,0,0,5,0,4,46,0,15,1582,0,1452,1570,0,727,22,0,11,3/12,-,3/82,71.36,0.0,66.09,5.95,0.0,3.0,71.9,0.0,132.0,0,0,0,0,0,0,0,0,0,50,1,10,ZIM,Retired,1998,2006,2000,2005,2006,2006
318,ML Udawatte,7/19/1986,38.02739726,Left hand Bat,Right arm Offbreak,Batter,9,8,4,0,0,0,257,96,23,73,25,19,28.55,12.0,5.75,383,87,0,67.1,110.34,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,9,8,2,SL,Retired,2008,2008,2018,2018,2008,2017
319,MM Ali,6/18/1987,37.11232877,Left hand Bat,Right arm Offbreak,Batting Allrounder,112,75,118,15,17,8,2355,1229,3094,128,72,155,24.27,21.18,28.12,2399,863,0,98.16,142.41,3,0,5,6,7,15,6,9,15,128,71,119,5988,0,12610,5311,1384,7612,111,51,204,4/46,3/24,6/53,47.84,27.13,37.31,5.32,8.31,3.62,53.9,19.5,61.8,2,0,0,0,0,5,0,0,1,138,92,68,ENG,Currently Playing,2014,2023,2014,2023,2014,2024
320,MM Patel,7/12/1983,41.04657534,Right hand Bat,Right arm Medium fast,Bowler,27,1,14,16,0,6,74,0,60,15,0,15,6.72,0.0,7.5,112,1,0,66.07,0.0,0,0,0,0,0,0,4,1,4,67,3,25,3154,0,2658,2603,86,1349,86,4,35,4/29,2/25,4/25,30.26,21.5,38.54,4.95,8.6,3.04,36.6,15.0,75.9,3,0,0,0,0,0,0,0,0,70,3,13,IND,Retired,2006,2011,2006,2011,2011,2011
321,MN Samuels,2/5/1981,43.47945205,Right hand Bat,Right arm Offbreak,Top order Batter,196,65,127,26,10,7,5606,1611,3917,133,89,260,32.97,29.29,32.64,7463,1386,0,75.11,116.23,10,0,7,30,10,24,11,0,14,134,30,69,5091,0,4392,4127,622,2445,89,22,41,3/12,3/23,4/13,46.37,28.27,59.63,4.86,7.79,3.34,57.2,21.7,107.1,0,0,0,0,0,0,0,0,0,207,67,71,WI,Retired,2000,2018,2000,2016,2007,2018
322,MN Waller,9/28/1984,39.83561644,Right hand Bat,Right arm Offbreak,Batter,72,31,28,6,8,1,1259,613,577,99,68,72,19.07,26.65,21.37,1639,443,0,76.81,138.37,0,0,0,5,1,4,10,2,4,30,3,9,666,0,456,566,42,218,10,0,8,2/44,-,4/59,56.6,0.0,27.25,5.09,8.4,2.86,66.6,0.0,57.0,0,0,0,0,0,0,0,0,0,79,32,14,ZIM,Retired,2009,2018,2011,2017,2011,2018
323,MP Vaughan,10/29/1974,49.75068493,Right hand Bat,Right arm Offbreak,Opening Batter,83,2,147,10,0,9,1982,27,5719,90,27,197,27.15,13.5,41.44,2898,22,0,68.39,122.72,0,0,18,16,0,18,9,1,9,28,0,35,796,0,978,649,0,561,16,0,6,4/22,-,2/71,40.56,0.0,93.5,4.89,0.0,3.44,49.7,0.0,163.0,1,0,0,0,0,0,0,0,0,86,2,82,ENG,Retired,2001,2007,1999,2008,2005,2007
324,MR Adair,3/27/1996,28.33972603,Right hand Bat,Right arm Fast medium,Bowling Allrounder,34,61,11,12,13,2,400,713,220,32,72,88,18.18,14.85,24.44,364,566,0,109.89,125.97,0,0,0,0,1,1,3,5,2,46,86,11,2163,0,970,2085,2375,612,59,122,22,4/19,4/13,5/39,35.33,19.46,27.81,5.78,7.69,3.78,36.6,15.1,44.0,4,3,0,0,0,1,0,0,0,48,86,6,IRE,Currently Playing,2019,2024,2019,2024,2019,2024
325,MR Gillespie,10/17/1979,44.78356164,Right hand Bat,Right arm Fast medium,Bowler,14,6,8,8,4,1,93,21,76,28,7,27,15.5,10.5,10.85,118,29,0,78.81,72.41,0,0,0,0,0,0,1,0,3,31,10,8,1521,0,868,1369,255,631,37,10,22,4/58,4/7,6/113,37.0,25.5,28.68,5.4,7.28,4.36,41.1,21.0,39.4,1,1,0,0,0,3,0,0,0,32,11,5,NZ,Retired,2006,2009,2007,2012,2006,2008
326,MR Marsh,10/20/1991,32.77534247,Right hand Bat,Right arm Medium,Allrounder,85,59,73,11,11,7,2672,1557,2010,177,92,181,36.1,32.43,30.45,2778,1165,0,96.18,133.64,3,0,3,18,9,9,7,2,8,69,25,68,2189,0,3285,2009,387,1922,56,17,48,5/33,3/24,5/46,35.87,22.76,40.04,5.5,7.74,3.51,39.0,17.6,68.4,1,0,0,1,0,1,0,0,0,89,61,42,AUS,Currently Playing,2011,2023,2014,2024,2011,2024
327,MS Atapattu,11/22/1970,53.68493151,Right hand Bat,Legbreak,Batter,259,1,156,32,0,15,8529,5,5502,132,5,249,37.57,5.0,39.02,12594,8,0,67.72,62.5,11,0,16,59,0,17,13,0,22,2,0,5,51,0,48,41,0,24,0,0,1,-,-,1/9,0.0,0.0,24.0,4.82,0.0,3.0,0.0,0.0,48.0,0,0,0,0,0,0,0,0,0,268,2,90,SL,Retired,1990,2007,1990,2007,2006,2006
328,MS Kasprowicz,2/10/1972,52.46575342,Right hand Bat,Right arm Fast medium,Bowler,13,1,54,9,1,12,74,3,445,28,3,25,18.5,0.0,10.59,89,5,0,83.14,60.0,0,0,0,0,0,0,2,0,7,42,2,73,2225,0,7140,1674,57,3716,67,5,113,5/45,4/29,7/36,24.98,11.4,32.88,4.51,8.14,3.12,33.2,8.4,63.1,1,1,0,2,0,4,0,0,0,43,2,38,AUS,Retired,1995,2005,1996,2006,2005,2005
329,MS Panesar,4/25/1982,42.26027397,Left hand Bat,Slow Left arm Orthodox,Bowler,8,1,68,3,0,23,26,1,220,13,1,26,5.2,1.0,4.88,91,2,0,28.57,50.0,0,0,0,0,0,0,0,0,20,26,1,85,1308,0,12475,980,40,5797,24,2,167,3/25,2/40,6/37,40.83,20.0,34.71,4.49,10.0,2.78,54.5,12.0,74.7,0,0,0,0,0,12,0,0,2,26,1,50,ENG,Retired,2007,2007,2006,2013,2007,2007
330,MS Sinclair,11/9/1975,48.72054795,Right hand Bat,Right arm Medium,Top order Batter,50,2,56,4,0,5,1304,0,1635,118,0,214,28.34,0.0,32.05,2086,5,0,62.51,0.0,2,0,3,8,0,4,8,2,4,0,0,2,0,0,42,0,0,14,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,54,2,33,NZ,Retired,2000,2009,1999,2010,2005,2007
331,MS Wade,12/26/1987,36.59178082,Left hand Bat,Right arm Medium,Wicketkeeper Batter,83,68,63,12,22,9,1867,1202,1613,100,80,117,26.29,26.13,29.87,2288,896,0,81.59,134.15,1,0,4,11,3,5,5,1,3,0,0,4,0,0,30,0,0,28,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,97,92,36,AUS,Currently Playing,2012,2021,2012,2021,2011,2024
332,MVT Fernando,9/18/1991,32.8630137,Right hand Bat,Left arm Medium fast,Bowler,8,1,32,6,0,16,30,2,138,7,2,38,15.0,2.0,8.62,61,2,0,49.18,100.0,0,0,0,0,0,0,1,0,10,8,1,39,297,0,3537,337,16,2118,5,0,64,1/35,-,5/101,67.4,0.0,33.09,6.8,8.0,3.59,59.4,0.0,55.2,0,0,0,0,0,1,0,0,0,8,1,23,SL,Currently Playing,2017,2019,2016,2024,2017,2017
333,MW Parkinson,10/24/1996,27.76438356,Right hand Bat,Legbreak,Bowler,1,4,1,1,0,0,7,5,8,7,5,8,0.0,1.25,8.0,8,11,0,87.5,45.45,0,0,0,0,0,0,0,3,0,5,6,1,208,0,93,203,198,47,5,7,1,2/28,4/47,1/47,40.6,28.28,47.0,5.85,9.9,3.03,41.6,17.1,93.0,0,1,0,0,0,0,0,0,0,5,6,1,ENG,Retired,2020,2021,2022,2022,2019,2022
334,Mahmudullah,2/4/1986,38.48219178,Right hand Bat,Right arm Offbreak,Allrounder,202,127,94,51,26,7,5386,2394,2914,128,64,150,35.66,23.7,33.49,7002,2032,0,76.92,117.81,4,0,5,28,8,16,10,5,11,151,78,66,4350,0,3423,3791,1094,1958,82,40,43,3/4,3/10,5/51,46.23,27.35,45.53,5.22,7.04,3.43,53.0,23.3,79.6,0,0,0,0,0,1,0,0,0,232,138,50,BAN,Currently Playing,2007,2024,2009,2021,2007,2024
335,Mehidy Hasan Miraz,10/25/1997,26.76164384,Right hand Bat,Right arm Offbreak,Allrounder,68,20,79,11,3,9,1331,248,1470,112,46,103,23.35,14.58,21.0,1699,209,0,78.34,118.66,2,0,1,3,0,6,4,2,6,94,23,74,4593,0,10608,3695,478,5508,106,13,164,4/25,4/12,7/58,34.85,36.76,33.58,4.82,8.24,3.11,43.3,26.7,64.6,5,1,0,0,0,9,0,0,2,97,25,43,BAN,Currently Playing,2017,2024,2016,2024,2017,2023
336,Mehrab Hossain jnr,7/8/1987,37.05753425,Left hand Bat,Slow Left arm Orthodox,Batter,16,2,13,0,1,1,276,16,243,54,10,83,17.25,16.0,20.25,642,25,0,42.99,64.0,0,0,0,1,0,1,1,0,1,10,1,11,253,0,407,214,20,281,4,0,4,2/30,-,2/29,53.5,0.0,70.25,5.07,7.05,4.14,63.2,0.0,101.7,0,0,0,0,0,0,0,0,0,18,2,7,BAN,Retired,2006,2009,2007,2009,2008,2009
337,Misbah-ul-Haq,5/28/1974,50.16986301,Right hand Bat,Legbreak,Middle order Batter,149,34,132,31,13,20,5122,788,5222,96,87,161,43.4,37.52,46.62,6945,715,0,73.75,110.2,0,0,10,42,3,39,6,2,9,1,0,0,24,0,0,30,0,0,0,0,0,-,-,-,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,162,39,75,PAK,Retired,2002,2015,2001,2017,2007,2012
338,Mohammad Amir,4/13/1992,32.29315068,Left hand Bat,Left arm Fast medium,Bowler,30,17,67,10,8,11,363,65,751,73,21,48,18.15,7.22,13.41,444,76,0,81.75,85.52,0,0,0,2,0,0,5,2,7,60,61,67,3013,0,7619,2400,1558,3627,81,71,119,5/30,4/13,6/44,29.62,21.94,30.47,4.77,7.07,2.85,37.1,18.6,64.0,1,1,0,1,0,4,0,0,0,61,62,36,PAK,Currently Playing,2009,2019,2009,2019,2009,2024
339,Mohammad Hafeez,10/17/1980,43.78356164,Right hand Bat,Right arm Offbreak,Allrounder,216,108,105,15,13,8,6614,2514,3652,140,99,224,32.9,26.46,37.64,8633,2060,0,76.61,122.03,11,0,10,38,14,12,19,7,8,177,79,77,7733,0,4067,5400,1388,1808,139,61,53,4/41,4/10,4/16,38.84,22.75,34.11,4.18,6.6,2.66,55.6,20.6,76.7,1,1,0,0,0,0,0,0,0,218,119,55,PAK,Retired,2003,2019,2003,2018,2006,2021
340,Mohammad Irfan,6/6/1982,42.14520548,Right hand Bat,Left arm Fast,Bowler,33,4,7,21,4,2,48,4,28,12,2,14,4.0,0.0,5.6,149,8,0,32.21,50.0,0,0,0,0,0,0,8,0,2,60,22,6,3109,0,712,2549,562,389,83,16,10,4/30,2/18,3/44,30.71,35.12,38.9,4.91,7.44,3.27,37.4,28.3,71.2,2,0,0,0,0,0,0,0,0,60,22,4,PAK,Retired,2010,2016,2013,2013,2012,2019
341,Mohammad Mithun,3/2/1991,33.40821918,Right hand Bat,Never Bowled,Top order Batter,30,13,18,4,1,0,714,127,333,73,47,67,27.46,10.58,18.5,921,136,0,77.52,93.38,0,0,0,6,0,2,2,2,4,1,0,0,12,0,0,12,0,0,0,0,0,-,-,-,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34,17,10,BAN,Retired,2014,2021,2018,2021,2014,2021
342,Mohammad Nabi,1/1/1985,39.57534247,Right hand Bat,Right arm Offbreak,Allrounder,142,121,6,15,24,0,3447,2165,33,136,89,24,27.14,22.31,5.5,3979,1590,0,86.62,136.16,2,0,0,16,6,0,6,8,3,156,120,5,7598,0,546,5410,2704,254,169,96,8,5/17,4/10,3/36,32.01,28.16,31.75,4.27,7.33,2.79,44.9,23.0,68.2,4,3,0,1,0,0,0,0,0,161,129,3,AFG,Currently Playing,2009,2024,2018,2019,2010,2024
343,Mohammad Naim,8/22/1999,24.9369863,Left hand Bat,Never Bowled,Opening Batter,7,35,2,0,1,0,95,815,24,28,81,24,13.57,23.97,12.0,157,788,0,60.5,103.42,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,35,1,BAN,Retired,2020,2023,2022,2022,2019,2022
344,Mohammad Nawaz,3/21/1994,30.35616438,Left hand Bat,Slow Left arm Orthodox,Allrounder,28,38,10,6,12,1,406,477,144,53,45,45,18.45,18.34,16.0,458,355,0,88.64,134.36,0,0,0,1,0,0,0,4,1,37,57,12,1773,0,959,1507,1361,496,42,50,16,4/19,3/5,5/88,35.88,27.22,31.0,5.09,7.41,3.1,42.2,22.0,59.9,3,0,0,0,0,1,0,0,0,37,60,6,PAK,Currently Playing,2016,2023,2016,2022,2016,2024
345,Mohammad Rizwan,6/1/1992,32.15890411,Right hand Bat,Right arm Medium,Wicketkeeper Batter,67,89,48,15,21,8,2088,3313,1616,131,104,115,40.15,48.72,40.4,2325,2620,0,89.8,126.45,3,1,2,13,29,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,74,102,30,PAK,Currently Playing,2015,2023,2016,2024,2015,2024
346,Mohammad Saleem,9/9/2002,21.88767123,Right hand Bat,Right arm Fast,Bowler,0,0,2,0,0,0,0,0,2,0,0,2,0.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,2,1,1,62,0,73,70,43,57,0,0,0,-,-,-,0.0,0.0,0.0,6.77,14.33,4.68,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,1,1,AFG,Currently Playing,2023,2023,2024,2024,2024,2024
347,Mohammad Salman,8/7/1981,42.97808219,Right hand Bat,Legbreak,Wicketkeeper Batter,3,1,4,1,0,0,22,5,25,19,5,13,11.0,5.0,6.25,39,6,0,56.41,83.33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,1,2,PAK,Retired,2011,2011,2011,2011,2011,2011
348,Mohammad Sami,2/24/1981,43.42739726,Right hand Bat,Right arm Fast,Bowler,46,4,56,19,3,14,314,21,487,46,8,49,11.62,21.0,11.59,490,30,0,64.08,70.0,0,0,0,0,0,0,5,0,8,85,13,66,4284,0,7499,3567,387,4483,121,21,85,5/10,3/16,5/36,29.47,18.42,52.74,4.99,8.41,3.58,35.4,13.1,88.2,3,0,0,1,0,2,0,0,0,87,13,36,PAK,Retired,2001,2015,2001,2012,2010,2016
349,Mohammad Shahzad,1/10/1987,37.55068493,Right hand Bat,Never Bowled,Wicketkeeper Batter,84,73,4,3,3,0,2727,2048,69,131,118,40,33.66,29.25,17.25,3082,1550,0,88.48,132.12,6,1,0,14,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,84,73,2,AFG,Retired,2009,2019,2018,2019,2010,2023
350,Mohammad Wasim,8/25/2001,22.92876712,Right hand Bat,Right arm Fast medium,Bowling Allrounder,9,11,4,2,7,1,80,46,55,17,12,43,11.42,11.5,18.33,82,53,0,97.56,86.79,0,0,0,0,0,0,1,1,0,20,29,4,962,0,358,856,751,231,34,36,2,4/36,4/24,1/71,25.17,20.86,115.5,5.33,8.14,3.87,28.2,15.3,179.0,1,2,0,0,0,0,0,0,0,20,29,2,PAK,Currently Playing,2022,2023,2022,2022,2021,2024
351,Mohammed Shami,9/3/1990,33.90410959,Right hand Bat,Right arm Fast,Bowler,48,3,89,20,2,27,220,0,750,25,0,56,7.85,0.0,12.09,265,2,0,83.01,0.0,0,0,0,0,0,2,6,1,18,100,23,122,4985,0,11515,4618,711,6346,195,24,229,7/57,3/15,6/56,23.68,29.62,27.71,5.55,8.94,3.3,25.5,19.8,50.2,10,0,0,5,0,6,0,0,0,101,23,64,IND,Retired,2013,2023,2013,2023,2014,2022
