Player Name,Born,Age,Batting Style,Bowling Style,Playing Role,Height,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,BF_Test,SR_ODI_batting,SR_T20_batting,SR_Test_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Span Start_ODI_batting,Span Start_T20_batting,Span Start_Test_batting,Span End_ODI_batting,Span End_T20_batting,Span End_Test_batting,Current Status_ODI_batting,Current Status_T20_batting,Current Status_Test_batting,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_T20,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,4_Test,5_ODI,5_T20,5_Test,10_ODI,10_T20,10_Test,Span Start_ODI_bowling,Span Start_T20_bowling,Span Start_Test_bowling,Span End_ODI_bowling,Span End_T20_bowling,Span End_Test_bowling,Current Status_ODI_bowling,Current Status_T20_bowling,Current Status_Test_bowling,ODI_Matches,T20_Matches,Test_Matches
AR Adams (NZ),"July 17, 1975, Auckland",49y 12d,Right hand Bat,Right arm Fast medium,Allrounder,,34.0,2.0,2.0,10.0,1.0,0.0,419.0,13.0,18.0,45,7,11,17.45,13.0,9.0,417.0,12.0,0.0,100.47,108.33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2001,2005,2002,2007,2006,2002,Retired,Retired,Retired,40.0,4.0,2.0,1885.0,0.0,190.0,1643.0,105.0,105.0,53.0,3.0,6.0,5/22,2/20,3/44,31.0,35.0,17.5,5.22,8.18,3.31,35.5,25.6,31.6,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2001,2005,2002,2007,2006,2002,Retired,Retired,Retired,42,4,1
AR McBrine (IRE),"April 30, 1993, Londonderry",31y 90d,Left hand Bat,Right arm Offbreak,Bowling Allrounder,,59.0,18.0,15.0,13.0,6.0,2.0,826.0,155.0,397.0,79,36,86*,17.95,12.91,30.53,1188.0,132.0,0.0,69.52,117.42,,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,1.0,2014,2014,2019,2024,2022,2024,Currently Playing,Retired,Currently Playing,83.0,26.0,12.0,4115.0,0.0,1571.0,3090.0,487.0,916.0,86.0,23.0,21.0,5/29,2/7,6/118,35.93,21.17,43.61,4.5,7.16,3.49,47.8,17.7,74.8,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2014,2014,2019,2024,2022,2024,Currently Playing,Retired,Currently Playing,88,32,8
AR Patel (IND),"January 20, 1994, Anand, Gujarat",30y 191d,Left hand Bat,Slow Left arm Orthodox,Allrounder,,36.0,37.0,22.0,10.0,14.0,4.0,489.0,463.0,646.0,64*,65,84,18.8,20.13,35.88,499.0,321.0,0.0,97.99,144.23,,0.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,1.0,2014,2015,2021,2023,2024,2024,Retired,Currently Playing,Currently Playing,52.0,60.0,27.0,2607.0,0.0,2540.0,1972.0,1427.0,1064.0,60.0,62.0,55.0,3/24,3/9,6/38,32.86,23.01,19.34,4.53,7.38,2.51,43.4,18.6,46.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2014,2015,2021,2023,2024,2024,Retired,Currently Playing,Currently Playing,57,62,14
AS Joseph (WI),"November 20, 1996, Antigua",27y 252d,Right hand Bat,Right arm Fast,Bowler,,41.0,10.0,55.0,16.0,7.0,0.0,425.0,72.0,668.0,49,14*,86,17.0,24.0,12.14,579.0,71.0,0.0,73.4,101.4,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,12.0,2016,2022,2016,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,67.0,29.0,65.0,3464.0,0.0,5889.0,3158.0,928.0,3678.0,111.0,48.0,102.0,5/56,5/40,5/81,28.45,19.33,36.05,5.46,8.51,3.74,31.2,13.6,57.7,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2016,2022,2016,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,68,29,35
AT Carey (AUS),"August 27, 1991, Loxton, South Australia",32y 337d,Left hand Bat,,Wicketkeeper Batter,,66.0,26.0,47.0,11.0,5.0,5.0,1814.0,233.0,1339.0,106,37*,111,32.98,11.09,31.88,2052.0,215.0,0.0,88.4,108.37,,1.0,0.0,1.0,8.0,0.0,8.0,4.0,2.0,3.0,2018,2018,2021,2023,2021,2024,Retired,Retired,Currently Playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2018,2021,2023,2021,2024,Retired,Retired,Currently Playing,72,38,32
AU Rashid (ENG),"February 17, 1988, Bradford, Yorkshire",36y 163d,Right hand Bat,Legbreak,Bowler,,68.0,34.0,33.0,23.0,16.0,5.0,826.0,103.0,540.0,69,22,61,18.35,5.72,19.28,839.0,121.0,0.0,98.45,85.12,,0.0,0.0,0.0,1.0,0.0,2.0,6.0,3.0,3.0,2009,2009,2015,2023,2024,2019,Retired,Currently Playing,Retired,129.0,110.0,34.0,6789.0,0.0,3816.0,6377.0,2936.0,2390.0,199.0,120.0,60.0,5/27,4/2,5/49,32.04,24.46,39.83,5.63,7.33,3.75,34.1,20.0,63.6,8.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2009,2009,2015,2023,2024,2019,Retired,Currently Playing,Retired,135,114,19
Abdullah Shafique (PAK),"November 20, 1999, Sialkot",24y 252d,Right hand Bat,Right arm Offbreak,Top order Batter,,12.0,6.0,32.0,0.0,1.0,2.0,416.0,64.0,1330.0,113,41*,201,34.66,12.8,44.33,471.0,53.0,0.0,88.32,120.75,,1.0,0.0,4.0,4.0,0.0,5.0,1.0,4.0,4.0,2022,2020,2021,2023,2023,2024,Retired,Retired,Currently Playing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2020,2021,2023,2023,2024,Retired,Retired,Currently Playing,12,6,17
Abdur Rauf (PAK),"December 09, 1978, Renala Khurd, Punjab",45y 233d,Right hand Bat,Right arm Fast medium,Bowler,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,52.0,-,-,31,,,8.66,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008,2008,2009,2008,2008,2009,Retired,Retired,Retired,4.0,1.0,6.0,214.0,0.0,450.0,212.0,21.0,278.0,8.0,0.0,6.0,3/24,-,2/59,26.5,,46.33,5.94,7.0,3.7,26.7,,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,2008,2009,2008,2008,2009,Retired,Retired,Retired,4,1,3
Abdur Razzak (BAN),"June 15, 1982, Khulna",42y 44d,Left hand Bat,Slow Left arm Orthodox,Bowler,,97.0,20.0,22.0,39.0,10.0,6.0,779.0,41.0,248.0,53*,9,43,13.43,4.1,15.5,1020.0,74.0,0.0,76.37,55.4,,0.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,1.0,2004,2006,2006,2014,2014,2018,Retired,Retired,Retired,152.0,33.0,20.0,7965.0,0.0,3015.0,6065.0,838.0,1673.0,207.0,44.0,28.0,5/29,4/16,4/63,29.29,19.04,59.75,4.56,6.88,3.32,38.4,16.5,107.6,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2004,2006,2006,2014,2014,2018,Retired,Retired,Retired,153,34,13
Abdur Rehman (PAK),"March 01, 1980, Sialkot, Punjab",44y 150d,Left hand Bat,Slow Left arm Orthodox,Bowler,,23.0,5.0,31.0,6.0,3.0,3.0,142.0,22.0,395.0,31,7*,60,8.35,11.0,14.1,263.0,29.0,0.0,53.99,75.86,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,2006,2007,2007,2014,2013,2014,Retired,Retired,Retired,31.0,8.0,43.0,1624.0,0.0,6892.0,1142.0,192.0,2910.0,30.0,11.0,99.0,4/48,2/7,6/25,38.06,17.45,29.39,4.21,7.38,2.53,54.1,14.1,69.6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2006,2007,2007,2014,2013,2014,Retired,Retired,Retired,31,8,22
Abu Jayed (BAN),2-Aug-93,30y 362d,Right hand Bat,Right arm Fast medium,Bowler,,0.0,2.0,22.0,0.0,0.0,8.0,0.0,3.0,36.0,-,2,8,,1.5,2.57,0.0,7.0,0.0,,42.85,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2019,2018,2018,2019,2018,2021,Retired,Retired,Retired,2.0,3.0,18.0,108.0,0.0,1964.0,114.0,106.0,1118.0,5.0,4.0,30.0,5/58,2/27,4/71,22.8,26.5,37.26,6.33,9.63,3.41,21.6,16.5,65.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019,2018,2018,2019,2018,2021,Retired,Retired,Retired,2,3,13
Abul Hasan (BAN),"August 05, 1992, Kulaura, Sylhet",31y 359d,Left hand Bat,Right arm Medium fast,Bowler,,3.0,2.0,5.0,0.0,0.0,3.0,11.0,14.0,165.0,7,9,113,3.66,7.0,82.5,16.0,11.0,0.0,68.75,127.27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2012,2012,2018,2018,2013,Retired,Retired,Retired,7.0,5.0,5.0,216.0,0.0,528.0,244.0,148.0,371.0,0.0,4.0,3.0,-,2/33,2/80,,37.0,123.66,6.77,10.57,4.21,,21.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2012,2012,2018,2018,2013,Retired,Retired,Retired,7,5,3
Afsar Zazai (AFG),"August 10, 1993, Kabul",30y 354d,Right hand Bat,,Wicketkeeper Batter,,16.0,8.0,10.0,1.0,0.0,1.0,264.0,141.0,214.0,60,48,48*,17.6,17.62,23.77,488.0,172.0,0.0,54.09,81.97,,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2014,2013,2018,2017,2023,2023,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2013,2018,2017,2023,2023,Retired,Retired,Retired,17,8,6
Aftab Ahmed (BAN),"November 10, 1985, Chittagong",38y 262d,Right hand Bat,Right arm Medium,Opening Batter,,85.0,11.0,31.0,6.0,1.0,3.0,1954.0,228.0,582.0,92,62*,82*,24.73,22.8,20.78,2353.0,178.0,0.0,83.04,128.08,,0.0,0.0,0.0,14.0,1.0,1.0,8.0,0.0,4.0,2004,2006,2004,2010,2010,2010,Retired,Retired,Retired,30.0,1.0,9.0,739.0,0.0,344.0,656.0,8.0,237.0,12.0,0.0,5.0,5/31,-,2/31,54.66,,47.4,5.32,24.0,4.13,61.5,,68.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2004,2006,2004,2010,2010,2010,Retired,Retired,Retired,85,11,16
Ahmed Shehzad (PAK),"November 23, 1991, Lahore, Punjab",32y 249d,Right hand Bat,Legbreak,Opening Batter,,81.0,59.0,25.0,1.0,2.0,1.0,2605.0,1471.0,982.0,124,111*,176,32.56,25.8,40.91,3614.0,1282.0,0.0,72.08,114.74,,6.0,1.0,3.0,14.0,7.0,4.0,7.0,2.0,1.0,2009,2009,2013,2017,2019,2017,Retired,Retired,Retired,9.0,1.0,2.0,115.0,0.0,48.0,140.0,10.0,28.0,2.0,0.0,0.0,1/22,-,-,70.0,,,7.3,10.0,3.5,57.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2009,2013,2017,2019,2017,Retired,Retired,Retired,81,59,13
Aizaz Cheema (PAK),"September 05, 1979, Sargodha, Punjab",44y 328d,Right hand Bat,Right arm Medium fast,Bowler,,6.0,1.0,5.0,3.0,1.0,5.0,26.0,0.0,1.0,9*,0*,1*,8.66,,,45.0,3.0,0.0,57.77,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2011,2011,2012,2012,2012,Retired,Retired,Retired,14.0,5.0,14.0,658.0,0.0,1200.0,593.0,116.0,638.0,23.0,8.0,20.0,4/43,4/30,4/24,25.78,14.5,31.9,5.4,6.82,3.19,28.6,12.7,60.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2011,2011,2012,2012,2012,Retired,Retired,Retired,14,5,7
Al-Amin Hossain (BAN),"December 27, 1992, Jhenidah",31y 215d,Right hand Bat,Right arm Medium fast,Bowler,,7.0,6.0,11.0,5.0,4.0,7.0,4.0,7.0,90.0,2*,5*,32*,2.0,3.5,22.5,20.0,12.0,0.0,20.0,58.33,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2014,2013,2013,2020,2020,2019,Retired,Retired,Retired,15.0,29.0,10.0,663.0,0.0,1016.0,608.0,730.0,545.0,22.0,43.0,9.0,4/51,3/20,3/80,27.63,16.97,60.55,5.5,7.13,3.21,30.1,14.2,112.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2013,2013,2020,2020,2019,Retired,Retired,Retired,15,31,7
Alok Kapali (BAN),"January 01, 1984, Sylhet, Bangladesh",40y 210d,Right hand Bat,Legbreak,Allrounder,,66.0,7.0,34.0,3.0,2.0,1.0,1235.0,57.0,584.0,115,19,85,19.6,11.4,17.69,1817.0,85.0,0.0,67.96,67.05,,1.0,0.0,0.0,5.0,0.0,2.0,5.0,2.0,6.0,2002,2007,2002,2011,2011,2006,Retired,Retired,Retired,49.0,2.0,19.0,1452.0,0.0,1103.0,1255.0,35.0,709.0,24.0,2.0,6.0,3/49,2/12,3/3,52.29,17.5,118.16,5.18,7.0,3.85,60.5,15.0,183.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2007,2002,2011,2011,2006,Retired,Retired,Retired,69,7,17
Aminul Islam (BAN),"February 02, 1968, Dacca",56y 178d,Right hand Bat,Right arm Offbreak,Middle order Batter,,39.0,7.0,26.0,5.0,4.0,1.0,794.0,35.0,530.0,70,9,145,23.35,11.66,21.2,1403.0,41.0,0.0,56.59,85.36,,0.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,3.0,1988,2019,2000,2002,2021,2002,Retired,Retired,Retired,19.0,10.0,5.0,412.0,0.0,198.0,411.0,238.0,149.0,7.0,12.0,1.0,3/57,3/34,1/66,58.71,19.83,149.0,5.98,7.59,4.51,58.8,15.6,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988,2019,2000,2002,2021,2002,Retired,Retired,Retired,39,10,13
Amir Hamza (AFG),"August 15, 1991, Afghanistan",32y 349d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,,16.0,9.0,6.0,9.0,5.0,2.0,23.0,40.0,83.0,7,21,34,3.28,10.0,20.75,94.0,38.0,0.0,24.46,105.26,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2012,2013,2019,2017,2021,2023,Retired,Retired,Retired,31.0,33.0,8.0,1552.0,0.0,984.0,1016.0,752.0,517.0,40.0,30.0,18.0,4/17,3/39,6/75,25.4,25.06,28.72,3.92,6.77,3.15,38.8,22.2,54.6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2012,2013,2019,2017,2021,2023,Retired,Retired,Retired,31,33,4
Anamul Haque (BAN),"December 16, 1992, Kushtia, Khulna",31y 226d,Right hand Bat,,Wicketkeeper Batter,,46.0,20.0,10.0,0.0,2.0,0.0,1352.0,445.0,100.0,120,58,23,29.39,24.72,10.0,1808.0,395.0,0.0,74.77,112.65,,3.0,0.0,0.0,5.0,1.0,0.0,6.0,1.0,1.0,2012,2012,2013,2024,2022,2022,Currently Playing,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2012,2013,2024,2022,2022,Currently Playing,Retired,Retired,49,20,5
Ariful Haque (BAN),"November 18, 1992, Rangpur",31y 254d,Right hand Bat,Right arm Medium fast,Allrounder,,0.0,8.0,4.0,0.0,4.0,1.0,0.0,59.0,88.0,-,18*,41*,,14.75,29.33,0.0,61.0,0.0,,96.72,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018,2018,2018,2018,2018,2018,Retired,Retired,Retired,1.0,1.0,3.0,18.0,0.0,66.0,17.0,13.0,24.0,0.0,1.0,1.0,-,1/13,1/10,,13.0,24.0,5.66,13.0,2.18,,6.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2018,2018,2018,2018,2018,Retired,Retired,Retired,1,9,2
Asad Shafiq (PAK),"January 28, 1986, Karachi, Sind",38y 183d,Right hand Bat,Right arm Offbreak,Middle order Batter,,58.0,10.0,128.0,4.0,0.0,6.0,1336.0,192.0,4660.0,84,38,137,24.74,19.2,38.19,1979.0,185.0,0.0,67.5,103.78,,0.0,0.0,12.0,9.0,0.0,27.0,5.0,0.0,13.0,2010,2010,2010,2017,2012,2020,Retired,Retired,Retired,2.0,0.0,15.0,12.0,0.0,340.0,18.0,0.0,196.0,0.0,0.0,3.0,-,-,1/7,,,65.33,9.0,,3.45,,,113.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,2010,2010,2017,2012,2020,Retired,Retired,Retired,60,10,77
Asghar Afghan (AFG),"December 26, 1987, Kabul, Afghanistan",36y 216d,Right hand Bat,Right arm Medium fast,Middle order Batter,,108.0,68.0,10.0,10.0,5.0,0.0,2424.0,1382.0,440.0,101,62,164,24.73,21.93,44.0,3630.0,1247.0,0.0,66.77,110.82,,1.0,0.0,1.0,12.0,4.0,3.0,7.0,5.0,1.0,2009,2010,2018,2021,2021,2021,Retired,Retired,Retired,7.0,1.0,2.0,139.0,0.0,18.0,91.0,4.0,17.0,3.0,1.0,0.0,1/1,1/4,-,30.33,4.0,,3.92,6.0,5.66,46.3,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,2010,2018,2021,2021,2021,Retired,Retired,Retired,114,75,6
Azam Khan (PAK),"March 01, 1969, Karachi, Sind",55y 150d,Right hand Bat,,,,5.0,13.0,1.0,0.0,3.0,0.0,116.0,88.0,14.0,72,30*,14,23.2,8.8,14.0,177.0,66.0,0.0,65.53,133.33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1996,2021,1996,1998,2024,1996,Retired,Currently Playing,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,2021,1996,1998,2024,1996,Retired,Currently Playing,Retired,6,14,1
B Evans (ZIM),24-Mar-97,27y 127d,Right hand Bat,Right arm Fast,Allrounder,,13.0,6.0,2.0,3.0,2.0,0.0,121.0,41.0,7.0,33*,19,7,12.1,10.25,3.5,150.0,40.0,0.0,80.66,102.5,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2022,2022,2023,2023,2023,2023,Retired,Retired,Retired,14.0,8.0,2.0,524.0,0.0,216.0,521.0,178.0,115.0,13.0,6.0,2.0,5/54,2/25,2/41,40.07,29.66,57.5,5.96,7.52,3.19,40.3,23.6,108.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022,2022,2023,2023,2023,2023,Retired,Retired,Retired,15,8,1
B Kumar (IND),"February 05, 1990, Meerut, Uttar Pradesh",34y 175d,Right hand Bat,Right arm Medium,Bowler,,55.0,21.0,29.0,16.0,13.0,4.0,552.0,67.0,552.0,53*,16,63*,14.15,8.37,22.08,747.0,94.0,0.0,73.89,71.27,,0.0,0.0,0.0,1.0,0.0,3.0,8.0,2.0,4.0,2012,2012,2013,2022,2022,2018,Retired,Retired,Retired,120.0,86.0,37.0,5847.0,0.0,3348.0,4951.0,2079.0,1644.0,141.0,90.0,63.0,5/42,5/4,6/82,35.11,23.1,26.09,5.08,6.96,2.94,41.4,19.9,53.1,4.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2012,2012,2013,2022,2022,2018,Retired,Retired,Retired,121,87,21
B Lee (AUS),"November 08, 1976, Wollongong, New South Wales",47y 264d,Right hand Bat,Right arm Fast,Bowler,,110.0,12.0,90.0,44.0,6.0,18.0,1176.0,101.0,1451.0,59,43*,64,17.81,16.83,20.15,1407.0,71.0,0.0,83.58,142.25,,0.0,0.0,0.0,3.0,0.0,5.0,16.0,2.0,14.0,2000,2005,1999,2012,2012,2008,Retired,Retired,Retired,217.0,25.0,150.0,11185.0,0.0,16531.0,8877.0,714.0,9554.0,380.0,28.0,310.0,5/22,3/23,5/30,23.36,25.5,30.81,4.76,7.86,3.46,29.4,19.4,53.3,14.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,2000,2005,1999,2012,2012,2008,Retired,Retired,Retired,221,25,76
B Mavuta (ZIM),"March 04, 1997, Kadoma",27y 147d,Right hand Bat,Legbreak,Allrounder,,8.0,9.0,7.0,2.0,5.0,0.0,88.0,65.0,82.0,28*,28,56,14.66,16.25,11.71,88.0,51.0,0.0,100.0,127.45,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2018,2018,2018,2023,2024,2023,Retired,Currently Playing,Retired,10.0,11.0,7.0,396.0,0.0,762.0,349.0,257.0,480.0,10.0,5.0,12.0,2/30,1/17,5/140,34.9,51.4,40.0,5.28,8.03,3.77,39.6,38.4,63.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018,2018,2018,2023,2024,2023,Retired,Currently Playing,Retired,12,11,4
B Muzarabani (ZIM),"October 02, 1996, Harare",27y 301d,Right hand Bat,Right arm Fast medium,Bowler,,36.0,22.0,13.0,13.0,13.0,4.0,122.0,42.0,106.0,17*,9*,30*,5.3,4.66,11.77,253.0,58.0,0.0,48.22,72.41,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,2018,2018,2017,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,47.0,55.0,11.0,2312.0,0.0,1195.0,1962.0,1465.0,578.0,60.0,66.0,24.0,5/49,3/14,4/48,32.7,22.19,24.08,5.09,7.22,2.9,38.5,18.4,49.7,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,2018,2017,2024,2024,2024,Currently Playing,Currently Playing,Currently Playing,48,56,7
B White (IRE),"August 29, 1998, Dublin, Ireland",25y 335d,Right hand Bat,Legbreak,Bowler,,0.0,9.0,6.0,0.0,8.0,4.0,0.0,22.0,1.0,-,7*,1,,22.0,0.5,0.0,45.0,0.0,,48.88,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,2.0,30.0,4.0,108.0,0.0,459.0,118.0,774.0,436.0,1.0,32.0,4.0,1/59,4/20,2/71,118.0,24.18,109.0,6.55,7.81,5.69,108.0,18.5,114.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2021,2023,2023,2024,2023,Retired,Currently Playing,Retired,2,31,3
BA Parchment (WI),"June 24, 1982, St Elizabeth, Jamaica",42y 35d,Right hand Bat,Right arm Offbreak,Bowler,,7.0,1.0,4.0,0.0,0.0,0.0,122.0,10.0,55.0,48,10,20,17.42,10.0,13.75,217.0,6.0,0.0,56.22,166.66,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2007,2008,2008,2007,2008,Retired,Retired,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,2007,2008,2008,2007,2008,Retired,Retired,Retired,7,1,2
BA Stokes (ENG),"June 04, 1991, Christchurch, Canterbury, New Zealand",33y 55d,Left hand Bat,Right arm Fast medium,Allrounder,,99.0,36.0,190.0,15.0,9.0,8.0,3463.0,585.0,6508.0,182,52*,258,41.22,21.66,35.75,3619.0,457.0,0.0,95.68,128.0,,5.0,0.0,13.0,24.0,1.0,34.0,7.0,1.0,15.0,2011,2011,2013,2023,2022,2024,Retired,Retired,Currently Playing,88.0,36.0,152.0,3110.0,0.0,11795.0,3137.0,856.0,6506.0,74.0,26.0,203.0,5/61,3/26,6/22,42.39,32.92,32.04,6.05,8.39,3.3,42.0,23.5,58.1,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2011,2011,2013,2023,2022,2024,Retired,Retired,Currently Playing,114,43,105
BAW Mendis (SL),"March 11, 1985, Moratuwa",39y 140d,Right hand Bat,Right arm Offbreak,Bowler,,42.0,8.0,19.0,19.0,5.0,6.0,188.0,8.0,213.0,21*,4*,78,8.17,2.66,16.38,263.0,17.0,0.0,71.48,47.05,,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,2008,2008,2008,2015,2014,2014,Retired,Retired,Retired,84.0,39.0,31.0,4154.0,0.0,4730.0,3324.0,952.0,2434.0,152.0,66.0,70.0,6/13,6/8,6/99,21.86,14.42,34.77,4.8,6.45,3.08,27.3,13.4,67.5,7.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,2008,2008,2008,2015,2014,2014,Retired,Retired,Retired,87,39,19
BB Chari (ZIM),14-Feb-92,32y 166d,Right hand Bat,Right arm Offbreak,Opening Batter,,14.0,3.0,14.0,0.0,0.0,0.0,186.0,21.0,254.0,39,19,80,13.28,7.0,18.14,399.0,31.0,0.0,46.61,67.74,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2015,2019,2014,2020,2019,2018,Retired,Retired,Retired,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,-,-,-,,,,,,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,2019,2014,2020,2019,2018,Retired,Retired,Retired,14,3,7
BB McCullum (NZ),"September 27, 1981, Dunedin, Otago",42y 306d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper Batter,,228.0,70.0,176.0,28.0,10.0,9.0,6083.0,2140.0,6453.0,166,123,302,30.41,35.66,38.64,6312.0,1571.0,0.0,96.37,136.21,,5.0,2.0,12.0,32.0,13.0,31.0,20.0,3.0,14.0,2002,2005,2004,2016,2015,2016,Retired,Retired,Retired,0.0,0.0,8.0,0.0,0.0,175.0,0.0,0.0,88.0,0.0,0.0,1.0,-,-,1/1,,,88.0,,,3.01,,,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,2005,2004,2016,2015,2016,Retired,Retired,Retired,260,71,101
