,Player Name,Player URL,Span,Matches,Innings,Overs,Maidens,Runs,Wickets,BBI,Ave,Econ,SR,4,5,Born,Age,Batting Style,Bowling Style,Playing Role
347,H Rathod (QAT),https://www.espncricinfo.com/ci/content/player/1209270.html,2023-2024,17,17,55.1,0,356,28,4/29,12.71,6.45,11.8,1,0,22-Nov-86,37y 250d,Right hand Bat,Right arm Offbreak,
348,Rubel Hossain (BAN),https://www.espncricinfo.com/ci/content/player/300619.html,2009-2021,28,27,96.3,0,912,28,3/31,32.57,9.45,20.6,0,0,"January 01, 1990, Bagerhat, Khulna",34y 210d,Right hand Bat,Right arm Fast,Bowler
349,Samiullah Shinwari (AFG),https://www.espncricinfo.com/ci/content/player/318339.html,2010-2022,65,38,105.4,0,688,28,5/13,24.57,6.51,22.6,1,1,"December 31, 1987, Nangrahar, Afghanistan",36y 211d,Right hand Bat,Legbreak,Allrounder
350,N Senamontree (THAI),https://www.espncricinfo.com/ci/content/player/307745.html,2020-2024,25,25,84.4,4,506,28,4/9,18.07,5.97,18.1,1,0,"April 28, 1991, Khon Kaen",33y 92d,Right hand Bat,Slow Left arm Orthodox,
351,B Shikongo (NAM),https://www.espncricinfo.com/ci/content/player/1069820.html,2019-2024,33,31,76.4,1,504,28,3/28,18,6.57,16.4,0,0,8-May-00,24y 82d,Right hand Bat,Right arm Medium fast,Bowler
352,Shoaib Malik (ICC/PAK),https://www.espncricinfo.com/ci/content/player/42657.html,2006-2021,124,49,95,0,675,28,2/7,24.1,7.1,20.3,0,0,"February 01, 1982, Sialkot, Punjab",42y 179d,Right hand Bat,Right arm Offbreak,Allrounder
353,SW Tait (AUS),https://www.espncricinfo.com/ci/content/player/8076.html,2007-2016,21,21,79.4,2,589,28,3/13,21.03,7.39,17,0,0,"February 22, 1983, Bedford Park, Adelaide, South Australia",41y 158d,Right hand Bat,Right arm Fast,Bowler
354,Usman Khan (Fran),https://www.espncricinfo.com/ci/content/player/467829.html,2021-2024,22,20,59.5,1,375,28,4/17,13.39,6.26,12.8,1,0,6-Oct-90,33y 297d,Right hand Bat,Right arm Medium,
355,S Vashisht (ROM),https://www.espncricinfo.com/ci/content/player/1198949.html,2019-2024,34,28,90.1,5,558,28,4/22,19.92,6.18,19.3,2,0,11-Jan-89,35y 200d,Right hand Bat,Right arm Medium fast,
356,Yasir Ali (ESP),https://www.espncricinfo.com/ci/content/player/1156622.html,2019-2024,29,25,75.4,0,475,28,3/8,16.96,6.27,16.2,0,0,"December 09, 1991, Muridke, Punjab",32y 233d,Right hand Bat,Right arm Offbreak,
357,Yuvraj Singh (IND),https://www.espncricinfo.com/ci/content/player/36084.html,2007-2017,58,31,70.4,0,499,28,3/17,17.82,7.06,15.1,0,0,"December 12, 1981, Chandigarh",42y 230d,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
358,R Abdulkareem (NGA),https://www.espncricinfo.com/ci/content/player/1280658.html,2021-2024,32,30,74.4,3,418,27,3/6,15.48,5.59,16.5,0,0,25-Jan-05,19y 186d,Right hand Bat,Right arm Offbreak,
359,Amar Sharma (MLT),https://www.espncricinfo.com/ci/content/player/1233042.html,2020-2023,36,35,120.3,0,952,27,3/23,35.25,7.9,26.7,0,0,12-Oct-78,45y 291d,Right hand Bat,Right arm Offbreak,
360,HS Baidwan (CAN),https://www.espncricinfo.com/ci/content/player/355583.html,2008-2013,17,17,53.5,1,411,27,4/19,15.22,7.63,11.9,1,0,"July 31, 1987, Chandigarh, India",36y 364d,Right hand Bat,Right arm Medium,Allrounder
361,ST Finn (ENG),https://www.espncricinfo.com/ci/content/player/210283.html,2011-2015,21,21,80,0,583,27,3/16,21.59,7.28,17.7,0,0,"April 04, 1989, Watford, Hertfordshire",35y 116d,Right hand Bat,Right arm Fast medium,Bowler
362,Muhammad Amir (MAS),https://www.espncricinfo.com/ci/content/player/1021025.html,2019-2024,42,21,61,0,397,27,5/16,14.7,6.5,13.5,0,1,24-Apr-01,23y 96d,Left hand Bat,Slow Left arm Orthodox,Batter
363,E Otieno (KENYA),https://www.espncricinfo.com/ci/content/player/293031.html,2012-2022,31,31,88.5,3,633,27,3/16,23.44,7.12,19.7,0,0,"January 03, 1988, Nairobi, Kenya",36y 208d,Right hand Bat,Right arm Medium fast,Bowler
364,NK Patel (USA),https://www.espncricinfo.com/ci/content/player/233258.html,2019-2024,21,21,67.4,1,377,27,4/17,13.96,5.57,15,1,0,"April 20, 1988, Ahmedabad, Gujarat, India",36y 100d,Right hand Bat,Slow Left arm Orthodox,Allrounder
365,OF Smith (WI),https://www.espncricinfo.com/ci/content/player/820691.html,2018-2023,27,26,75,0,772,27,3/29,28.59,10.29,16.6,0,0,"November 01, 1996, St. Elizabeth, Jamaica",27y 271d,Right hand Bat,Right arm Fast medium,Bowling Allrounder
366,B Stanlake (AUS),https://www.espncricinfo.com/ci/content/player/533042.html,2017-2019,19,19,70,2,544,27,4/8,20.14,7.77,15.5,1,0,"November 04, 1994, Hervey Bay, Australia",29y 268d,Left hand Bat,Right arm Fast,Bowler
367,I Udana (SL),https://www.espncricinfo.com/ci/content/player/328026.html,2009-2021,35,32,105.1,1,915,27,3/11,33.88,8.7,23.3,0,0,"February 17, 1988, Balangoda",36y 163d,Right hand Bat,Left arm Medium fast,Allrounder
368,Vishil Patel (KENYA),https://www.espncricinfo.com/ci/content/player/1332081.html,2023-2024,16,15,51,3,275,27,4/5,10.18,5.39,11.3,3,0,10-May-05,19y 80d,Right hand Bat,Legbreak,Bowler
369,Zain Ul Abidin (KSA),https://www.espncricinfo.com/ci/content/player/1284541.html,2021-2024,28,28,94.2,2,557,27,5/6,20.62,5.9,20.9,0,1,7-May-92,32y 83d,Left hand Bat,Slow Left arm Orthodox,
370,KJ Abbott (SA),https://www.espncricinfo.com/ci/content/player/297583.html,2013-2016,21,21,72.4,0,579,26,3/20,22.26,7.96,16.7,0,0,"June 18, 1987, Empangeni, KwaZulu-Natal",37y 41d,Right hand Bat,Right arm Fast medium,Bowler
371,Atif Mehmood (ESP),https://www.espncricinfo.com/ci/content/player/1046645.html,2019-2024,25,24,78.5,4,467,26,4/6,17.96,5.92,18.1,1,0,17-Jul-87,37y 12d,Right hand Bat,Left arm Medium fast,
372,J Kariko (PNG),https://www.espncricinfo.com/ci/content/player/1295879.html,2023-2024,19,19,67.5,1,335,26,4/11,12.88,4.93,15.6,1,0,16-Jan-04,20y 195d,Left hand Bat,Slow Left arm Orthodox,Bowler
373,HJ Manenti (ITA),https://www.espncricinfo.com/ci/content/player/1323417.html,2022-2024,15,15,53.3,2,319,26,4/29,12.26,5.96,12.3,1,0,5-Oct-00,23y 298d,Right hand Bat,Right arm Medium fast,
374,JA Morkel (SA),https://www.espncricinfo.com/ci/content/player/46248.html,2005-2015,50,46,107.5,2,864,26,3/12,33.23,8.01,24.8,0,0,"June 10, 1981, Vereeniging, Transvaal",43y 49d,Left hand Bat,Right arm Medium fast,Bowling Allrounder
375,MC Sorensen (IRE),https://www.espncricinfo.com/ci/content/player/531953.html,2012-2016,26,22,65,2,471,26,3/17,18.11,7.24,15,0,0,"November 18, 1985, Johannesburg",38y 254d,Right hand Bat,Right arm Fast medium,Bowler
376,BA Stokes (ENG),https://www.espncricinfo.com/ci/content/player/311158.html,2011-2022,43,36,102,1,856,26,3/26,32.92,8.39,23.5,0,0,"June 04, 1991, Christchurch, Canterbury, New Zealand",33y 55d,Left hand Bat,Right arm Fast medium,Allrounder
377,P Utseya (ZIM),https://www.espncricinfo.com/ci/content/player/55820.html,2006-2015,35,35,124.5,2,858,26,3/25,33,6.87,28.8,0,0,"March 26, 1985, Harare",39y 125d,Right hand Bat,Right arm Offbreak,Bowler
378,SA Ahmad (DEN),https://www.espncricinfo.com/ci/content/player/659073.html,2019-2023,29,24,72,4,402,25,3/9,16.08,5.58,17.2,0,0,"April 11, 1998, Copenhagen",26y 109d,Left hand Bat,Right arm Offbreak,
379,Anwar Rahman (MAS),https://www.espncricinfo.com/ci/content/player/568447.html,2019-2023,22,20,61.4,1,373,25,4/16,14.92,6.04,14.8,1,0,23-Sep-96,27y 310d,Right hand Bat,Slow Left arm Orthodox,
380,B Arora (MLT),https://www.espncricinfo.com/ci/content/player/1178905.html,2019-2024,52,43,113.3,0,913,25,3/20,36.52,8.04,27.2,0,0,27-Jan-83,41y 184d,Right hand Bat,Legbreak,
381,Avesh Khan (IND),https://www.espncricinfo.com/ci/content/player/694211.html,2022-2024,23,22,77.2,1,701,25,4/18,28.04,9.06,18.5,1,0,"December 13, 1996, Indore, Madhya Pradesh",27y 229d,Right hand Bat,Right arm Fast medium,Bowler
382,LT Bichard (GUE),https://www.espncricinfo.com/ci/content/player/1153758.html,2020-2024,23,23,80,2,580,25,4/20,23.2,7.25,19.2,1,0,9-Dec-02,21y 233d,Right hand Bat,Right arm Medium fast,
383,SE Bond (NZ),https://www.espncricinfo.com/ci/content/player/36326.html,2005-2010,20,20,77.3,2,543,25,3/18,21.72,7,18.6,0,0,"June 07, 1975, Christchurch, Canterbury",49y 52d,Right hand Bat,Right arm Fast,Bowler
384,L Bruce (GIBR),https://www.espncricinfo.com/ci/content/player/1274033.html,2021-2024,40,34,103.2,0,832,25,4/13,33.28,8.05,24.8,1,0,25-Jun-05,19y 34d,Right hand Bat,Right arm Medium,
385,N Dutta (CAN),https://www.espncricinfo.com/ci/content/player/348135.html,2019-2024,25,25,79.1,1,527,25,4/12,21.08,6.65,19,1,0,"October 13, 1994, Kuwait City, Kuwait",29y 290d,Right hand Bat,Right arm Offbreak,Bowler
386,Harbhajan Singh (IND),https://www.espncricinfo.com/ci/content/player/29264.html,2006-2016,28,27,102,5,633,25,4/12,25.32,6.2,24.4,1,0,"July 03, 1980, Jullundur (now Jalandhar), Punjab",44y 26d,Right hand Bat,Right arm Offbreak,Bowler
387,BE Hendricks (SA),https://www.espncricinfo.com/ci/content/player/379927.html,2014-2021,19,19,68.1,0,627,25,4/14,25.08,9.19,16.3,1,0,"June 08, 1990, Louis Leipoldt Hospital, Bellville, Cape Town",34y 51d,Left hand Bat,Left arm Fast medium,Bowler
388,KS Leverock (BER),https://www.espncricinfo.com/ci/content/player/364148.html,2019-2023,29,24,76.4,1,525,25,4/28,21,6.84,18.4,1,0,"October 19, 1994, Bermuda",29y 284d,Left hand Bat,Right arm Medium fast,
389,HV Mandhyan (HUN),https://www.espncricinfo.com/ci/content/player/1204130.html,2021-2024,21,20,77.4,2,556,25,3/30,22.24,7.15,18.6,0,0,"October 20, 1990, Kalyani",33y 283d,Right hand Bat,Right arm Offbreak,
390,Mohammad Hasnain (PAK),https://www.espncricinfo.com/ci/content/player/1158100.html,2019-2022,27,26,101,0,853,25,3/37,34.12,8.44,24.2,0,0,"April 05, 2000, Hyderabad",24y 115d,Right hand Bat,Right arm Fast,Bowler
391,Nadeem Ahmed (HKG),https://www.espncricinfo.com/ci/content/player/24230.html,2014-2017,24,24,82.3,3,546,25,4/21,21.84,6.61,19.8,1,0,"September 28, 1987, Bahawalpur",36y 305d,Right hand Bat,Slow Left arm Orthodox,Bowler
392,Najjam Shahzad (PORT),https://www.espncricinfo.com/ci/content/player/1204631.html,2019-2024,27,26,78.2,0,526,25,3/25,21.04,6.71,18.8,0,0,5-Mar-88,36y 146d,,,
393,CO Obuya (KENYA),https://www.espncricinfo.com/ci/content/player/24752.html,2007-2024,75,27,70.2,1,487,25,4/27,19.48,6.92,16.8,1,0,"July 27, 1981, Nairobi",43y 2d,Right hand Bat,Legbreak,Allrounder
394,KMA Paul (WI),https://www.espncricinfo.com/ci/content/player/677081.html,2018-2022,23,23,77,0,700,25,5/15,28,9.09,18.4,0,1,"February 21, 1998, Guyana",26y 159d,Right hand Bat,Right arm Fast medium,Allrounder
395,LE Plunkett (ENG),https://www.espncricinfo.com/ci/content/player/19264.html,2006-2019,22,22,79.2,1,627,25,3/21,25.08,7.9,19,0,0,"April 06, 1985, Middlesbrough, Yorkshire",39y 114d,Right hand Bat,Right arm Fast,Bowler
396,Rahmatullah Mangal (Fran),https://www.espncricinfo.com/ci/content/player/1271986.html,2021-2024,19,19,59.4,2,364,25,4/12,14.56,6.1,14.3,2,0,1-Apr-03,21y 119d,Right hand Bat,Right arm Medium fast,
397,B Regmi (NEP),https://www.espncricinfo.com/ci/content/player/25955.html,2014-2019,18,18,62.1,0,405,25,4/16,16.2,6.51,14.9,1,0,"April 06, 1986, Bhairahawa",38y 114d,Left hand Bat,Slow Left arm Orthodox,Bowler
398,C Rumistrzewicz (ESP),https://www.espncricinfo.com/ci/content/player/1153796.html,2021-2024,20,18,68.1,3,347,25,4/24,13.88,5.09,16.3,1,0,3-May-05,19y 87d,Right hand Bat,Slow Left arm Orthodox,
399,Ali Nayyer (SUI),https://www.espncricinfo.com/ci/content/player/469203.html,2021-2024,21,21,75.4,1,572,25,3/25,22.88,7.55,18.1,0,0,20-Oct-92,31y 283d,,,Bowler
400,SMSM Senanayake (SL),https://www.espncricinfo.com/ci/content/player/273439.html,2012-2016,24,23,81,0,549,25,4/46,21.96,6.77,19.4,1,0,"February 09, 1985, Colombo",39y 171d,Right hand Bat,Right arm Offbreak,Bowler
401,Ali Dawood (BHR),https://www.espncricinfo.com/ci/content/player/593296.html,2023-2024,20,20,72.2,0,478,24,3/8,19.91,6.6,18,0,0,"December 01, 1992, Sialkot, Punjab",31y 241d,Right hand Bat,Right arm Medium,Bowler
402,FA Allen (WI),https://www.espncricinfo.com/ci/content/player/670013.html,2018-2024,37,32,94.5,1,708,24,2/18,29.5,7.46,23.7,0,0,"May 07, 1995, Kingston, Jamaica",29y 83d,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder
403,MG Bracewell (NZ),https://www.espncricinfo.com/ci/content/player/326968.html,2022-2024,22,19,56.5,1,364,24,3/5,15.16,6.4,14.2,0,0,"February 14, 1991, Masterton, Wairarapa",33y 166d,Left hand Bat,Right arm Offbreak,Batting Allrounder
404,TT Bresnan (ENG),https://www.espncricinfo.com/ci/content/player/9310.html,2006-2014,34,34,110.3,1,887,24,3/10,36.95,8.02,27.6,0,0,"February 28, 1985, Pontefract, Yorkshire",39y 152d,Right hand Bat,Right arm Medium fast,Allrounder
405,PF Gallagher (FIN),https://www.espncricinfo.com/ci/content/player/1156458.html,2019-2023,22,19,71.5,0,441,24,3/17,18.37,6.13,17.9,0,0,18-Jun-84,40y 41d,Right hand Bat,Right arm Offbreak,
406,V Ganesan (GER),https://www.espncricinfo.com/ci/content/player/1101871.html,2019-2024,47,34,92,1,533,24,3/11,22.2,5.79,23,0,0,"May 21, 1985, Chennai",39y 69d,Left hand Bat,Right arm Offbreak,
407,Haseeb Amjad (HKG),https://www.espncricinfo.com/ci/content/player/539305.html,2014-2016,18,18,61.2,3,453,24,4/16,18.87,7.38,15.3,1,0,"November 11, 1987, Rawalpindi",36y 261d,Right hand Bat,Right arm Medium fast,Bowler
408,C Karunaratne (SL),https://www.espncricinfo.com/ci/content/player/623695.html,2021-2023,42,39,113.5,0,953,24,2/22,39.7,8.37,28.4,0,0,"May 29, 1996, Colombo",28y 61d,Right hand Bat,Right arm Medium fast,Bowling Allrounder
409,LS Livingstone (ENG),https://www.espncricinfo.com/ci/content/player/403902.html,2017-2024,48,31,78,1,658,24,3/17,27.41,8.43,19.5,0,0,"August 04, 1993, Barrow-in-Furness, Cumberland",30y 360d,Right hand Bat,"Right arm Offbreak, Legbreak",Batting Allrounder
410,B Masaba (UGA),https://www.espncricinfo.com/ci/content/player/420492.html,2019-2024,63,27,72.2,0,389,24,3/8,16.2,5.37,18,0,0,"September 22, 1991, Kampala",32y 311d,Right hand Bat,"Right arm Fast medium, Right arm Offbreak, Legbreak Googly",Bowler
411,Mohammed Shami (IND),https://www.espncricinfo.com/ci/content/player/481896.html,2014-2022,23,23,79.3,1,711,24,3/15,29.62,8.94,19.8,0,0,"September 03, 1990, Amroha, Uttar Pradesh",33y 330d,Right hand Bat,Right arm Fast,Bowler
412,Muhammad Wafiq (MAS),https://www.espncricinfo.com/ci/content/player/568452.html,2019-2024,30,28,89.4,3,679,24,3/10,28.29,7.57,22.4,0,0,"April 25, 1996, Malaysia",28y 95d,Left hand Bat,Left arm Medium fast,
413,Naseem Shah (PAK),https://www.espncricinfo.com/ci/content/player/1158088.html,2022-2024,28,27,102.1,0,786,24,3/21,32.75,7.69,25.5,0,0,15-Feb-03,21y 165d,Right hand Bat,Right arm Fast,Bowler
414,RJ Peterson (SA),https://www.espncricinfo.com/ci/content/player/46750.html,2006-2014,21,19,59.5,1,451,24,3/28,18.79,7.53,14.9,0,0,"August 04, 1979, Port Elizabeth, Cape Province",44y 360d,Left hand Bat,Slow Left arm Orthodox,Bowler
415,Rizwan Haider (MAS),https://www.espncricinfo.com/ci/content/player/1348021.html,2022-2024,24,22,66,1,493,24,4/34,20.54,7.46,16.5,1,0,12-Mar-87,37y 139d,Right hand Bat,Left arm Medium,Bowler
416,J Theron (SA/USA),https://www.espncricinfo.com/ci/content/player/223642.html,2010-2022,18,18,62.2,0,477,24,4/27,19.87,7.65,15.5,1,0,"July 24, 1985, Potchefstroom",39y 5d,Right hand Bat,Right arm Medium fast,Bowler
417,C Udekwe (NGA),https://www.espncricinfo.com/ci/content/player/1280663.html,2022-2024,23,21,67.1,3,385,24,3/12,16.04,5.73,16.7,0,0,2-Jan-05,19y 209d,Right hand Bat,Right arm Medium fast,
418,Ashwin Vinod (SUI),https://www.espncricinfo.com/ci/content/player/1284223.html,2021-2024,20,20,68,2,468,23,3/18,20.34,6.88,17.7,0,0,1-Jul-97,27y 28d,Right hand Bat,Right arm Medium fast,
419,IG Butler (NZ),https://www.espncricinfo.com/ci/content/player/36331.html,2009-2013,19,18,59.4,1,481,23,3/19,20.91,8.06,15.5,0,0,"November 24, 1981, Middlemore, Auckland",42y 248d,Right hand Bat,Right arm Fast,Bowler
420,HA Chohan (TAN),https://www.espncricinfo.com/ci/content/player/859431.html,2021-2023,27,25,75,1,485,23,4/15,21.08,6.46,19.5,1,0,27-Jun-98,26y 32d,Right hand Bat,Right arm Medium,
421,FA Cossa (MOZ),https://www.espncricinfo.com/ci/content/player/1163158.html,2019-2023,32,29,93.1,3,575,23,3/18,25,6.17,24.3,0,0,1-Jun-94,30y 58d,Right hand Bat,Right arm Medium,
422,A Gbla (SLE),https://www.espncricinfo.com/ci/content/player/516372.html,2021-2023,27,18,43.5,1,265,23,5/16,11.52,6.04,11.4,1,1,15-Oct-97,26y 288d,Right hand Bat,Right arm Medium,
423,Hamza Tahir (SCOT),https://www.espncricinfo.com/ci/content/player/751151.html,2018-2024,17,16,62,1,512,23,4/30,22.26,8.25,16.1,1,0,"November 09, 1995, Paisley, Renfrewshire",28y 263d,Right hand Bat,Slow Left arm Orthodox,Bowler
424,Junaid Khan (PORT),https://www.espncricinfo.com/ci/content/player/1274040.html,2021-2024,20,20,68,1,414,23,3/18,18,6.08,17.7,0,0,7-Jun-85,39y 52d,Right hand Bat,Right arm Medium fast,
425,VJ Kingma (NED),https://www.espncricinfo.com/ci/content/player/416103.html,2016-2024,22,22,76.5,1,597,23,4/21,25.95,7.77,20,1,0,"October 23, 1994, The Hague, Netherlands",29y 280d,Right hand Bat,Right arm Medium fast,Bowler
426,AR McBrine (IRE),https://www.espncricinfo.com/ci/content/player/417381.html,2014-2022,32,26,68,0,487,23,2/7,21.17,7.16,17.7,0,0,"April 30, 1993, Londonderry",31y 90d,Left hand Bat,Right arm Offbreak,Bowling Allrounder
427,KP Meiyappan (UAE),https://www.espncricinfo.com/ci/content/player/1058987.html,2021-2023,15,15,52,0,367,23,4/25,15.95,7.05,13.5,1,0,"October 08, 2000, Chennai, India",23y 295d,Right hand Bat,Legbreak,Bowler
428,GM Mwendwa (KENYA),https://www.espncricinfo.com/ci/content/player/1107667.html,2022-2024,24,24,70.2,3,509,23,4/31,22.13,7.23,18.3,1,0,7-Oct-99,24y 296d,Right hand Bat,Right arm Medium fast,Allrounder
429,S Ravichandran (JPN),https://www.espncricinfo.com/ci/content/player/1338607.html,2022-2024,26,24,71.3,3,411,23,5/22,17.86,5.74,18.6,0,1,12-Jun-92,32y 47d,Right hand Bat,Legbreak,Bowling Allrounder
430,PADLR Sandakan (SL),https://www.espncricinfo.com/ci/content/player/429738.html,2017-2021,20,20,76.4,1,557,23,4/23,24.21,7.26,20,1,0,"June 10, 1991, Ragama",33y 49d,Right hand Bat,Left arm Wrist spin,Bowler
431,RJ Sidebottom (ENG),https://www.espncricinfo.com/ci/content/player/20187.html,2007-2010,18,18,61.1,0,437,23,3/16,19,7.14,15.9,0,0,"January 15, 1978, Huddersfield, Yorkshire",46y 196d,Left hand Bat,Left arm Fast medium,Bowler
432,H Thaker (CAN),https://www.espncricinfo.com/ci/content/player/914503.html,2019-2024,27,22,70,4,429,23,4/20,18.65,6.12,18.2,1,0,24-Oct-97,26y 279d,Right hand Bat,Right arm Offbreak,Allrounder
433,Waqas Ahmad (MLT),https://www.espncricinfo.com/ci/content/player/1386559.html,2023-2023,15,15,57.3,1,413,23,5/11,17.95,7.18,15,0,1,15-Nov-94,29y 257d,Right hand Bat,Right arm Medium,
434,S Wickramasekara (CZK-R),https://www.espncricinfo.com/ci/content/player/1156473.html,2019-2023,34,28,86.2,2,620,23,5/15,26.95,7.18,22.5,1,1,21-Jul-82,42y 8d,Right hand Bat,Right arm Medium fast,
435,V Zimonjic (SRB),https://www.espncricinfo.com/ci/content/player/1267515.html,2021-2024,26,25,84.1,3,623,23,3/26,27.08,7.4,21.9,0,0,25-Feb-05,19y 155d,Right hand Bat,Right arm Medium fast,Bowler
436,Adnan Idrees (KUW),https://www.espncricinfo.com/ci/content/player/307817.html,2019-2024,28,19,50.5,0,429,22,3/17,19.5,8.43,13.8,0,0,19-Aug-90,33y 345d,Right hand Bat,Legbreak,Batting Allrounder
437,Awais Malik (QAT),https://www.espncricinfo.com/ci/content/player/1058212.html,2019-2020,18,18,57,1,446,22,3/19,20.27,7.82,15.5,0,0,23-Oct-82,41y 280d,Right hand Bat,Right arm Medium,
438,DL Brangman (BER),https://www.espncricinfo.com/ci/content/player/679553.html,2019-2023,16,16,46,4,264,22,5/19,12,5.73,12.5,1,1,"August 24, 1987, Bermuda",36y 340d,Left hand Bat,Slow Left arm Orthodox,
439,Fanyan Mughal (MLT),https://www.espncricinfo.com/ci/content/player/492687.html,2023-2024,24,24,76.3,1,581,22,3/15,26.4,7.59,20.8,0,0,3-Oct-86,37y 300d,,,
440,S Godara (CAM),https://www.espncricinfo.com/ci/content/player/332366.html,2023-2024,16,16,55.2,3,418,22,4/5,19,7.55,15,1,0,8-Oct-01,22y 295d,Right hand Bat,Right arm Medium,
441,MJ Henry (NZ),https://www.espncricinfo.com/ci/content/player/506612.html,2014-2024,18,17,65,1,533,22,3/32,24.22,8.2,17.7,0,0,"December 14, 1991, Christchurch, Canterbury",32y 228d,Right hand Bat,Right arm Fast medium,Bowler
442,A Krishna (SGP),https://www.espncricinfo.com/ci/content/player/775019.html,2019-2023,18,18,58.2,1,474,22,4/28,21.54,8.12,15.9,1,0,1-Feb-91,33y 179d,Right hand Bat,Legbreak Googly,
443,Mohammad Kamran (ESP),https://www.espncricinfo.com/ci/content/player/1312420.html,2022-2023,19,18,67.1,1,351,22,5/9,15.95,5.22,18.3,1,1,15-Oct-87,36y 288d,Right hand Bat,Left arm Medium,
444,NM Odhiambo (KENYA),https://www.espncricinfo.com/ci/content/player/308418.html,2010-2024,64,31,77,0,632,22,3/30,28.72,8.2,21,0,0,"March 21, 1989, Nairobi, Kenya",35y 130d,Right hand Bat,Right arm Medium fast,Bowler
445,Qamar Mushtaque (NOR),https://www.espncricinfo.com/ci/content/player/1325906.html,2022-2024,18,17,46,0,308,22,3/18,14,6.69,12.5,0,0,2-Nov-88,35y 270d,Right hand Bat,Right arm Medium fast,
446,MN Samuels (WI),https://www.espncricinfo.com/ci/content/player/52983.html,2007-2018,67,30,79.5,0,622,22,3/23,28.27,7.79,21.7,0,0,"February 05, 1981, Kingston, Jamaica",43y 175d,Right hand Bat,Right arm Offbreak,Top order Batter
447,HAM Shah (DEN),https://www.espncricinfo.com/ci/content/player/364327.html,2019-2024,28,16,46.5,1,275,22,4/19,12.5,5.87,12.7,2,0,"August 02, 1992, Brondby, Denmark",31y 362d,Right hand Bat,Right arm Offbreak,
