Player Name,Born,Batting Style,Bowling Style,Playing Role,Innings_ODI_batting,Innings_T20_batting,Innings_Test_batting,NO_ODI,NO_T20,NO_Test,Runs_ODI_batting,Runs_T20_batting,Runs_Test_batting,HS_ODI,HS_T20,HS_Test,Ave_ODI_batting,Ave_T20_batting,Ave_Test_batting,BF_ODI,BF_T20,SR_ODI_batting,SR_T20_batting,100_ODI,100_T20,100_Test,50_ODI,50_T20,50_Test,0_ODI,0_T20,0_Test,Innings_ODI_bowling,Innings_T20_bowling,Innings_Test_bowling,Balls_ODI,Balls_Test,Runs_ODI_bowling,Runs_T20_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_T20,Wickets_Test,BBI_ODI,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_T20,Econ_Test,SR_ODI_bowling,SR_T20_bowling,SR_Test_bowling,4_ODI,4_T20,5_ODI,5_T20,5_Test,10_Test,ODI_Matches,T20_Matches,Test_Matches,Country,SpanStart_ODI,SpanStart_Test,SpanStart_T20,Bowling Hand,AgeStart_ODI,AgeStart_Test,AgeStart_T20
DP Conway,1991-07-08,Left hand Bat,Pacer,Batter,31,46,37,3,9,1,1246,1408,1497,152,99,200,44.5,38.05,41.58,1388,1102,89.76,127.76,5,0,4,3,10,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,32,50,20,NZ,2021,2021,2020,Right Hand,30.057534250000003,30.057534250000003,29.057534250000003
DR Flynn,1985-04-16,Left hand Bat,Spinner,Batter,17,5,45,2,0,5,228,59,1038,35,23,95,15.2,11.8,25.95,360,51,63.33,115.68,0,0,0,0,0,6,3,0,8,3,1,1,24,6,25,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,5,24,NZ,2008,2008,2008,Left Hand,23.28493151,23.28493151,23.28493151
DR Martyn,1971-10-21,Right hand Bat,Pacer,Batter,182,4,109,51,0,14,5346,120,4406,144,96,165,40.8,30.0,46.37,6877,74,77.73,162.16,5,0,13,37,1,23,10,0,7,31,0,12,794,348,704,0,168,12,0,2,0.09523809523809523,0.0,10000.0,58.66,0.0,84.0,5.31,0.0,2.89,66.1,0.0,174.0,0,0,0,0,0,0,208,4,67,AUS,1992,1992,2005,Right Hand,20.772602740000004,20.772602740000004,33.77260274
DR Smith,1983-04-12,Right hand Bat,Pacer,Allrounder,89,32,14,5,0,1,1560,582,320,97,72,105,18.57,18.18,24.61,1683,474,92.69,122.78,0,0,1,8,3,0,14,1,4,73,11,13,2726,651,2285,212,344,61,7,7,0.1111111111111111,0.125,0.04225352112676056,37.45,30.28,49.14,5.02,8.95,3.17,44.6,20.2,93.0,3,0,1,0,0,0,105,33,10,WI,2004,2004,2006,Right Hand,21.29589041,21.29589041,23.29589041
DS Smith,1981-10-21,Left hand Bat,Spinner,Batter,45,6,76,2,0,2,1059,203,1760,107,61,108,24.62,33.83,23.78,1506,161,70.31,126.08,1,0,1,5,2,8,4,0,7,2,0,1,17,6,17,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,47,6,43,WI,2003,2003,2007,Right Hand,21.772602740000004,21.772602740000004,25.772602740000004
F Mutizwa,1985-08-24,Right hand Bat,Spinner,Batter,15,3,2,2,0,0,403,38,24,79,22,18,31.0,12.66,12.0,502,36,80.27,105.55,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17,3,1,ZIM,2009,2012,2011,Right Hand,23.931506849999998,26.931506849999998,25.931506849999998
FL Reifer,1972-07-23,Left hand Bat,Pacer,Batter,8,1,12,0,0,0,117,22,111,40,22,29,14.62,22.0,9.25,229,20,51.09,110.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8,1,6,WI,1997,1997,2009,Right Hand,25.016438360000002,25.016438360000002,37.01643836
Faheem Ashraf,1994-01-16,Left hand Bat,Pacer,Allrounder,24,33,27,3,8,1,224,311,687,28,31,91,10.66,12.44,26.42,274,241,81.75,129.04,0,0,0,0,0,4,2,4,4,33,46,31,1394,1908,1204,981,991,26,36,25,0.22727272727272727,0.6,0.07142857142857142,46.3,27.25,39.64,5.18,7.65,3.11,53.6,21.3,76.3,0,0,1,0,0,0,34,48,17,PAK,2017,2018,2017,Right Hand,23.53424658,24.53424658,23.53424658
Fakhar Zaman,1990-04-10,Left hand Bat,Spinner,Batter,81,84,6,6,3,0,3492,1848,192,210,91,94,46.56,22.81,32.0,3737,1390,93.44,132.94,11,0,0,16,11,2,6,6,0,7,1,0,135,0,111,12,0,1,0,0,0.05263157894736842,0.0,0.0,111.0,0.0,0.0,4.93,12.0,0.0,135.0,0.0,0.0,0,0,0,0,0,0,82,92,3,PAK,2017,2018,2017,Left Hand,27.30136986,28.30136986,27.30136986
Fawad Alam,1985-10-08,Left hand Bat,Spinner,Batter,36,17,30,12,6,4,966,194,1011,114,28,168,40.25,17.63,38.88,1297,169,74.47,114.79,1,0,5,6,0,2,3,1,3,13,6,3,398,96,377,95,54,5,8,2,0.125,0.42857142857142855,0.043478260869565216,75.4,11.87,27.0,5.68,6.33,3.37,79.6,11.2,48.0,0,0,0,0,0,0,38,24,19,PAK,2007,2009,2007,Left Hand,21.808219180000002,23.808219180000002,21.808219180000002
G Gambhir,1981-10-14,Left hand Bat,Spinner,Batter,143,36,104,11,2,5,5238,932,4154,150,75,206,39.68,27.41,41.95,6144,783,85.25,119.02,11,0,9,34,7,22,11,2,7,1,0,1,6,12,13,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,147,37,58,IND,2003,2004,2007,Right Hand,21.79178082,22.79178082,25.79178082
GA Lamb,1981-03-04,Right hand Bat,Spinner,Allrounder,14,4,2,3,2,0,197,32,46,37,14,39,17.9,16.0,23.0,381,54,51.7,59.25,0,0,0,0,0,0,1,1,0,15,5,2,642,192,467,80,141,12,4,3,0.06666666666666667,0.14285714285714285,0.025,38.91,20.0,47.0,4.36,6.57,4.4,53.5,18.2,64.0,0,0,0,0,0,0,15,5,1,ZIM,2010,2011,2010,Right Hand,29.40273973,30.40273973,29.40273973
GB Hogg,1971-02-06,Left hand Bat,Spinner,Allrounder,65,4,10,26,0,3,790,55,186,71,41,79,20.25,13.75,26.57,1005,39,78.6,141.02,0,0,0,2,0,1,9,0,0,113,15,13,5564,1524,4188,373,933,156,7,17,0.15625,0.06451612903225806,0.05,26.84,53.28,54.88,4.51,7.61,3.67,35.6,42.0,89.6,3,0,2,0,0,0,123,15,7,AUS,1996,1996,2006,Left Hand,25.476712329999998,25.476712329999998,35.47671233
GC Wilson,1986-02-05,Right hand Bat,Unknown,Batter,99,68,4,12,8,1,2072,1268,45,113,65,33,23.81,21.13,15.0,2880,1212,71.94,104.62,1,0,0,12,3,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,105,81,2,IRE,2007,2018,2008,Unknown,21.47945205,32.47945205,22.47945205
GD Phillips,1996-12-06,Right hand Bat,Spinner,Allrounder,24,69,12,3,12,1,735,1875,366,72,108,87,35.0,32.89,33.27,754,1319,97.48,142.15,0,2,0,4,10,3,0,3,1,20,9,8,462,606,471,113,297,12,2,17,0.08108108108108109,0.09090909090909091,0.1111111111111111,39.25,56.5,17.47,6.11,7.29,2.94,38.5,46.5,35.6,0,0,0,0,1,0,30,78,7,NZ,2022,2020,2017,Right Hand,25.64657534,23.64657534,20.64657534
GF Linde,1991-12-04,Left hand Bat,Spinner,Allrounder,2,11,6,1,1,0,27,111,135,18,29,37,27.0,11.1,22.5,29,85,93.1,130.58,0,0,0,0,0,0,0,2,0,2,14,5,90,473,72,340,252,3,15,9,0.0625,0.13043478260869565,0.078125,24.0,22.66,28.0,4.8,7.08,3.19,30.0,19.2,52.5,0,0,0,0,1,0,2,14,3,SA,2021,2019,2020,Left Hand,29.65205479,27.65205479,28.65205479
GH Dockrell,1992-07-22,Right hand Bat,Spinner,Allrounder,86,91,4,28,34,0,1341,1129,98,91,58,39,23.12,19.8,24.5,1655,868,81.02,130.06,0,0,0,6,2,0,6,8,0,105,93,3,4778,369,3870,1905,233,106,83,3,0.16666666666666666,0.2,0.031746031746031744,36.5,22.95,77.66,4.85,7.15,3.78,45.0,19.2,123.0,4,1,0,0,0,0,124,139,2,IRE,2010,2019,2010,Left Hand,18.019178080000003,27.019178080000003,18.019178080000003
GJ Hopkins,1976-11-24,Right hand Bat,Unknown,Batter,17,8,7,1,0,1,236,86,71,45,36,15,14.75,10.75,11.83,311,71,75.88,121.12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,25,10,4,NZ,2004,2008,2007,Unknown,27.679452050000002,31.679452050000002,30.679452050000002
GJ Maxwell,1988-10-14,Right hand Bat,Spinner,Allrounder,127,104,14,17,17,1,3895,2600,339,201,145,104,35.4,29.88,26.07,3069,1680,126.91,154.76,4,5,1,23,11,0,10,4,0,110,75,9,3719,462,3384,1310,341,70,43,8,0.1,0.3,0.031496062992125984,48.34,30.46,42.62,5.45,8.02,4.42,53.1,22.7,57.7,4,0,0,0,0,0,138,113,7,AUS,2012,2013,2012,Right Hand,23.79178082,24.79178082,23.79178082
H Klaasen,1991-07-30,Right hand Bat,Spinner,Batter,50,47,8,7,9,0,1723,912,104,174,81,35,40.06,24.0,13.0,1496,639,115.17,142.72,4,0,0,6,5,0,2,1,0,2,1,0,30,0,33,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,54,52,4,SA,2018,2019,2018,Right Hand,27.0,28.0,27.0
H Masakadza,1983-08-09,Right hand Bat,Pacer,Batter,208,66,76,4,2,2,5658,1662,2223,178,93,158,27.73,25.96,30.04,7728,1418,73.21,117.2,5,0,5,34,11,8,15,1,10,85,9,24,1844,1164,1636,113,489,39,2,16,0.07692307692307693,0.25,0.125,41.94,56.5,30.56,5.32,9.41,2.52,47.2,36.0,72.7,0,0,0,0,0,0,209,66,38,ZIM,2001,2001,2006,Right Hand,17.97260274,17.97260274,22.97260274
HC Brook,1999-02-22,Right hand Bat,Pacer,Batter,15,32,24,1,9,1,407,707,1378,80,81,186,29.07,30.73,59.91,429,484,94.87,146.07,0,0,5,3,3,8,1,0,1,0,0,3,0,84,0,0,37,0,0,1,0.0,0.0,0.04,0.0,0.0,37.0,0.0,0.0,2.64,0.0,0.0,84.0,0,0,0,0,0,0,15,39,15,ENG,2023,2022,2022,Right Hand,24.43287671,23.43287671,23.43287671
HD Rutherford,1989-04-27,Left hand Bat,Spinner,Batter,4,7,29,0,0,1,15,151,755,11,62,171,3.75,21.57,26.96,56,105,26.78,143.8,0,0,1,0,1,1,0,1,2,0,0,1,0,6,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,4,8,16,NZ,2013,2013,2013,Left Hand,24.254794519999997,24.254794519999997,24.254794519999997
HDRL Thirimanne,1989-08-09,Left hand Bat,Pacer,Batter,106,20,85,14,2,6,3194,291,2088,139,44,155,34.71,16.16,26.43,4419,267,72.27,108.98,4,0,3,21,0,10,7,1,11,4,0,5,104,84,94,0,51,3,0,0,0.05555555555555555,0.0,0.0,31.33,0.0,0.0,5.42,0.0,3.64,34.6,0.0,0.0,0,0,0,0,0,0,127,26,44,SL,2010,2011,2012,Right Hand,20.97260274,21.97260274,22.97260274
HE van der Dussen,1989-02-07,Right hand Bat,Spinner,Batter,56,42,32,11,8,2,2360,1169,905,134,94,98,52.44,34.38,30.16,2706,899,87.21,130.03,6,0,0,14,8,6,2,1,3,1,0,0,6,0,3,0,0,1,0,0,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,62,46,18,SA,2019,2019,2018,Right Hand,30.473972600000003,30.473972600000003,29.473972600000003
HH Gibbs,1974-02-23,Right hand Bat,Pacer,Batter,240,23,154,16,1,7,8094,400,6167,175,90,228,36.13,18.18,41.95,9721,318,83.26,125.78,21,0,14,37,3,26,22,4,11,0,0,1,0,6,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,248,23,90,SA,1996,1996,2005,Right Hand,22.43013699,22.43013699,31.43013699
HH Pandya,1993-10-11,Right hand Bat,Pacer,Allrounder,61,79,18,9,22,1,1769,1523,532,92,71,108,34.01,26.71,31.29,1603,1078,110.35,141.28,0,0,1,11,4,4,4,3,2,80,91,19,3199,937,2960,2205,528,84,86,17,0.16666666666666666,0.25,0.17857142857142858,35.23,25.63,31.05,5.55,8.17,3.38,38.0,18.8,55.1,1,3,0,0,1,0,86,102,11,IND,2016,2017,2016,Right Hand,22.8,23.8,22.8
HJH Marshall,1979-02-15,Right hand Bat,Pacer,Batter,62,3,19,9,0,2,1454,12,652,101,8,160,27.43,4.0,38.35,1990,14,73.06,85.71,1,0,2,12,0,2,3,0,1,0,0,1,0,6,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,66,3,13,NZ,2003,2000,2005,Right Hand,24.45205479,21.45205479,26.45205479
HM Nicholls,1991-11-15,Left hand Bat,Spinner,Batter,73,9,87,15,1,7,2056,100,2973,124,36,200,35.44,12.5,37.16,2536,112,81.07,89.28,1,0,9,15,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,75,10,56,NZ,2015,2016,2016,Right Hand,23.70410959,24.70410959,24.70410959
HT Tector,1999-12-06,Right hand Bat,Spinner,Batter,41,73,12,6,13,0,1747,1356,374,140,64,85,49.91,22.6,31.16,2080,1138,83.99,119.15,5,0,0,11,5,4,3,5,2,8,9,5,210,90,217,140,85,4,7,0,0.2,0.11764705882352941,0.0,54.25,20.0,0.0,6.2,6.08,5.66,52.5,19.7,0.0,0,0,0,0,0,0,45,79,6,IRE,2020,2023,2019,Right Hand,20.64657534,23.64657534,19.64657534
Haris Sohail,1989-01-09,Left hand Bat,Spinner,Batter,44,13,27,5,2,1,1749,210,847,130,52,147,44.84,19.09,32.57,2046,204,85.48,102.94,2,0,2,14,2,3,1,1,1,21,0,17,642,630,613,0,294,11,0,13,0.06666666666666667,0.0,3.0,55.72,0.0,22.61,5.72,0.0,2.8,58.3,0.0,48.4,0,0,0,0,0,0,45,14,16,PAK,2013,2017,2013,Left Hand,24.553424659999997,28.553424659999997,24.553424659999997
Hashmatullah Shahidi,1994-11-04,Left hand Bat,Spinner,Batter,78,4,16,13,2,5,2225,48,485,97,36,200,34.23,24.0,44.09,3243,55,68.6,87.27,0,0,1,21,0,2,5,0,0,2,0,4,18,66,25,0,43,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,3.9,0.0,0.0,0.0,0,0,0,0,0,0,78,6,8,AFG,2013,2018,2013,Right Hand,18.73424658,23.73424658,18.73424658
I Kaia,1992-08-10,Right hand Bat,Spinner,Batter,19,19,4,1,0,0,450,290,172,110,54,67,25.0,15.26,43.0,695,277,64.74,104.69,1,0,0,2,1,1,0,1,0,2,2,0,28,0,22,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,4.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,19,2,ZIM,2022,2023,2021,Right Hand,29.96986301,30.96986301,28.96986301
IJL Trott,1981-04-22,Right hand Bat,Pacer,Batter,65,7,93,10,1,6,2819,138,3835,137,51,226,51.25,23.0,44.08,3658,144,77.06,95.83,4,0,9,22,1,19,5,0,8,10,0,33,183,708,166,0,400,2,0,5,0.06451612903225806,0.0,0.2,83.0,0.0,80.0,5.44,0.0,3.38,91.5,0.0,141.6,0,0,0,0,0,0,68,7,52,ENG,2009,2009,2007,Right Hand,28.268493149999998,28.268493149999998,26.268493149999998
IK Pathan,1984-10-27,Left hand Bat,Pacer,Allrounder,87,14,40,21,7,5,1544,172,1105,83,33,102,23.39,24.57,31.57,1941,144,79.54,119.44,0,0,1,5,0,6,7,0,5,118,23,54,5855,5884,5142,618,3226,173,28,100,0.18518518518518517,0.1875,0.11864406779661017,29.72,22.07,32.26,5.26,8.02,3.28,33.8,16.5,58.8,5,0,2,0,7,2,120,24,29,IND,2004,2003,2006,Left Hand,19.75616438,18.75616438,21.75616438
IR Bell,1982-04-11,Right hand Bat,Pacer,Batter,157,8,205,14,1,24,5416,188,7727,141,60,235,37.87,26.85,42.69,7019,163,77.16,115.33,4,0,22,35,1,46,6,0,14,6,0,6,88,108,88,0,76,6,0,1,0.3333333333333333,0.0,0.030303030303030304,14.66,0.0,76.0,6.0,0.0,4.22,14.6,0.0,108.0,0,0,0,0,0,0,161,8,118,ENG,2004,2004,2006,Right Hand,22.29863014,22.29863014,24.29863014
