Player Name,Player URL,Span,Matches,Innings,NO,Runs,HS,Ave,BF,SR,100,50,0,Born,Age,Batting Style,Bowling Style,Playing Role,Height
E Chigumbura (Afr/ZIM),https://www.espncricinfo.com/ci/content/player/55343.html,2004-2018,213,198,26,4340,117,25.23,5423,80.02,2,19,17,"March 14, 1986, Kwekwe, Midlands",38y 137d,Right hand Bat,Right arm Fast medium,Allrounder,
ME Trescothick (ENG),https://www.espncricinfo.com/ci/content/player/21585.html,2000-2006,123,122,6,4335,137,37.37,5087,85.21,12,21,13,"December 25, 1975, Keynsham, Somerset",48y 217d,Left hand Bat,Right arm Medium,Opening Batter,6ft 3in
GA Gooch (ENG),https://www.espncricinfo.com/ci/content/player/13399.html,1976-1995,125,122,6,4290,142,36.98,6932,61.88,8,23,4,"July 23, 1953, Whipps Cross, Leytonstone, Essex",71y 6d,Right hand Bat,Right arm Medium,Top order Batter,6ft
JJ Roy (ENG),https://www.espncricinfo.com/ci/content/player/298438.html,2015-2023,116,110,3,4271,180,39.91,4047,105.53,12,21,11,"July 21, 1990, Durban, South Africa",34y 8d,Right hand Bat,,Opening Batter,
AJ Strauss (ENG),https://www.espncricinfo.com/ci/content/player/20387.html,2003-2011,127,126,8,4205,158,35.63,5195,80.94,6,27,9,"March 02, 1977, Johannesburg, Transvaal, South Africa",47y 149d,Left hand Bat,Left arm Medium,Opening Batter,5ft 11in
Sikandar Raza (ZIM),https://www.espncricinfo.com/ci/content/player/299572.html,2013-2024,142,134,20,4154,141,36.43,4806,86.43,7,21,3,"April 24, 1986, Sialkot, Punjab, Pakistan",38y 96d,Right hand Bat,"Right arm Offbreak, Legbreak",Batting Allrounder,
TWM Latham (NZ),https://www.espncricinfo.com/ci/content/player/388802.html,2012-2023,147,134,17,4099,145*,35.03,4782,85.71,7,24,11,"April 02, 1992, Christchurch, Canterbury",32y 118d,Left hand Bat,Right arm Medium,Wicketkeeper Batter,
K Srikkanth (IND),https://www.espncricinfo.com/ci/content/player/34103.html,1981-1992,146,145,4,4091,123,29.01,5702,71.74,4,27,11,"December 21, 1959, Madras (now Chennai)",64y 221d,Right hand Bat,Right arm Offbreak,Opening Batter,
AJ Lamb (ENG),https://www.espncricinfo.com/ci/content/player/16178.html,1982-1992,122,118,16,4010,118,39.31,5308,75.54,4,26,8,"June 20, 1954, Langebaanweg, Cape Province, South Africa",70y 39d,Right hand Bat,Right arm Medium,Middle order Batter,5ft 8in
RP Arnold (SL),https://www.espncricinfo.com/ci/content/player/48122.html,1997-2007,180,155,43,3950,103,35.26,5443,72.57,1,28,7,"October 25, 1973, Colombo",50y 278d,Left hand Bat,Right arm Offbreak,Middle order Batter,
AP Gurusinha (SL),https://www.espncricinfo.com/ci/content/player/49005.html,1985-1996,147,143,5,3902,117*,28.27,6409,60.88,2,22,12,"September 16, 1966, Colombo",57y 317d,Left hand Bat,Right arm Medium,Opening Batter,
GJ Maxwell (AUS),https://www.espncricinfo.com/ci/content/player/325026.html,2012-2023,138,127,17,3895,201*,35.4,3069,126.91,4,23,10,"October 14, 1988, Kew, Melbourne, Victoria",35y 289d,Right hand Bat,Right arm Offbreak,Batting Allrounder,
JG Wright (NZ),https://www.espncricinfo.com/ci/content/player/38757.html,1978-1992,149,148,1,3891,101,26.46,6804,57.18,1,24,9,"July 05, 1954, Darfield, Canterbury",70y 24d,Left hand Bat,Right arm Medium,Opening Batter,
JM Bairstow (ENG),https://www.espncricinfo.com/ci/content/player/297433.html,2011-2023,107,98,8,3868,141*,42.97,3758,102.92,11,17,9,"September 26, 1989, Bradford, Yorkshire",34y 307d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,
DJ Cullinan (SA),https://www.espncricinfo.com/ci/content/player/44489.html,1993-2000,138,133,16,3860,124,32.99,5492,70.28,3,23,10,"March 04, 1967, Kimberley, Cape Province",57y 147d,Right hand Bat,Right arm Offbreak,Top order Batter,
BKG Mendis (SL),https://www.espncricinfo.com/ci/content/player/629074.html,2016-2024,130,127,10,3859,122,32.98,4456,86.6,3,29,14,"February 02, 1995, Moratuwa",29y 178d,Right hand Bat,Legbreak,Wicketkeeper Batter,
LD Chandimal (SL),https://www.espncricinfo.com/ci/content/player/300628.html,2010-2022,157,142,21,3854,111,31.85,5191,74.24,4,24,11,"November 18, 1989, Balapitiya",34y 254d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,5ft 9in
GA Hick (ENG),https://www.espncricinfo.com/ci/content/player/14187.html,1991-2001,120,118,15,3846,126*,37.33,5191,74.08,5,27,10,"May 23, 1966, Salisbury (now Harare), Rhodesia",58y 67d,Right hand Bat,Right arm Offbreak,Middle order Batter,6ft 3in
HP Tillakaratne (SL),https://www.espncricinfo.com/ci/content/player/50744.html,1986-2003,200,168,40,3789,104,29.6,6588,57.51,2,13,10,"July 14, 1967, Colombo",57y 15d,Left hand Bat,Right arm Offbreak,Batter,
N Kapil Dev (IND),https://www.espncricinfo.com/ci/content/player/30028.html,1978-1994,225,198,39,3783,175*,23.79,3979,95.07,1,14,13,"January 06, 1959, Chandigarh",65y 205d,Right hand Bat,Right arm Fast medium,Bowling Allrounder,
Rahmat Shah (AFG),https://www.espncricinfo.com/ci/content/player/533956.html,2013-2024,111,107,4,3730,114,36.21,5220,71.45,5,28,5,"July 06, 1993, Paktia",31y 23d,Right hand Bat,Legbreak Googly,Allrounder,
Wasim Akram (PAK),https://www.espncricinfo.com/ci/content/player/43547.html,1984-2003,356,280,55,3717,86,16.52,4208,88.33,0,6,28,"June 03, 1966, Lahore, Punjab",58y 56d,Left hand Bat,Left arm Fast,Bowler,
RS Kaluwitharana (SL),https://www.espncricinfo.com/ci/content/player/49361.html,1990-2004,189,181,14,3711,102*,22.22,4776,77.7,2,23,24,"November 24, 1969, Colombo",54y 248d,Right hand Bat,,Wicketkeeper Batter,
Imran Khan (PAK),https://www.espncricinfo.com/ci/content/player/40560.html,1974-1992,175,151,40,3709,102*,33.41,5105,72.65,1,19,6,"October 05, 1952, Lahore, Punjab",71y 298d,Right hand Bat,Right arm Fast,Allrounder,
PV Simmons (WI),https://www.espncricinfo.com/ci/content/player/52934.html,1987-1999,143,138,11,3675,122,28.93,5407,67.96,5,18,14,"April 18, 1963, Arima, Trinidad",61y 102d,Right hand Bat,Right arm Medium,Batting Allrounder,
NV Knight (ENG),https://www.espncricinfo.com/ci/content/player/15913.html,1996-2003,100,100,10,3637,125*,40.41,5085,71.52,5,25,6,"November 28, 1969, Watford, Hertfordshire",54y 244d,Left hand Bat,Right arm Medium,Opening Batter,6ft 1in
KJ O'Brien (IRE),https://www.espncricinfo.com/ci/content/player/24605.html,2006-2021,153,141,18,3619,142,29.42,4076,88.78,2,18,6,"March 04, 1984, Dublin, Ireland",40y 147d,Right hand Bat,Right arm Medium fast,Batting Allrounder,
L Klusener (SA),https://www.espncricinfo.com/ci/content/player/45821.html,1996-2004,171,137,50,3576,103*,41.1,3977,89.91,2,19,13,"September 04, 1971, Durban, Natal",52y 329d,Left hand Bat,Right arm Fast medium,Allrounder,
SM Pollock (Afr/ICC/SA),https://www.espncricinfo.com/ci/content/player/46774.html,1996-2008,303,205,72,3519,130,26.45,4059,86.69,1,14,20,"July 16, 1973, Port Elizabeth, Cape Province",51y 13d,Right hand Bat,Right arm Fast medium,Allrounder,
MA Taylor (AUS),https://www.espncricinfo.com/ci/content/player/7924.html,1989-1997,113,110,1,3514,105,32.23,5908,59.47,1,28,4,"October 27, 1964, Leeton, New South Wales",59y 276d,Left hand Bat,Right arm Medium,Opening Batter,
DB Vengsarkar (IND),https://www.espncricinfo.com/ci/content/player/35654.html,1976-1991,129,120,19,3508,105,34.73,5179,67.73,1,23,7,"April 06, 1956, Rajapur, Maharashtra",68y 114d,Right hand Bat,Right arm Medium,Top order Batter,
Fakhar Zaman (PAK),https://www.espncricinfo.com/ci/content/player/512191.html,2017-2023,82,81,6,3492,210*,46.56,3737,93.44,11,16,6,"April 10, 1990, Mardan, North-West Frontier Province",34y 110d,Left hand Bat,Slow Left arm Orthodox,Opening Batter,
Mohammad Ashraful (Asia/BAN),https://www.espncricinfo.com/ci/content/player/55988.html,2001-2013,177,169,13,3468,109,22.23,4947,70.1,3,20,14,"July 07, 1984, Dhaka",40y 22d,Right hand Bat,"Right arm Offbreak, Legbreak",Middle order Batter,
BA Stokes (ENG),https://www.espncricinfo.com/ci/content/player/311158.html,2011-2023,114,99,15,3463,182,41.22,3619,95.68,5,24,7,"June 04, 1991, Christchurch, Canterbury, New Zealand",33y 55d,Left hand Bat,Right arm Fast medium,Allrounder,
Mohammad Nabi (AFG),https://www.espncricinfo.com/ci/content/player/25913.html,2009-2024,161,142,15,3447,136,27.14,3979,86.62,2,16,6,"January 01, 1985, Loger, Afghanistan",39y 210d,Right hand Bat,Right arm Offbreak,Allrounder,
SO Tikolo (Afr/KENYA),https://www.espncricinfo.com/ci/content/player/24728.html,1996-2014,135,130,12,3428,111,29.05,4524,75.77,3,24,13,"June 25, 1971, Nairobi",53y 34d,Right hand Bat,Right arm Offbreak,Allrounder,
HH Dippenaar (Afr/SA),https://www.espncricinfo.com/ci/content/player/44708.html,1999-2007,107,95,14,3421,125*,42.23,5047,67.78,4,26,4,"June 14, 1977, Kimberley, Cape Province",47y 45d,Right hand Bat,Right arm Offbreak,Opening Batter,
A Flintoff (ENG/ICC),https://www.espncricinfo.com/ci/content/player/12856.html,1999-2009,141,122,16,3394,123,32.01,3821,88.82,3,18,9,"December 06, 1977, Preston, Lancashire",46y 236d,Right hand Bat,Right arm Fast medium,Allrounder,6ft 4in
T Taibu (Afr/ZIM),https://www.espncricinfo.com/ci/content/player/55805.html,2001-2012,150,137,21,3393,107*,29.25,5020,67.58,2,22,16,"May 14, 1983, Harare",41y 76d,Right hand Bat,Right arm Medium,Wicketkeeper Batter,5ft 5in
CR Ervine (ZIM),https://www.espncricinfo.com/ci/content/player/55412.html,2010-2024,119,115,13,3376,130*,33.09,4437,76.08,4,20,11,"August 19, 1985, Harare",38y 345d,Left hand Bat,Right arm Offbreak,Middle order Batter,
KC Wessels (AUS/SA),https://www.espncricinfo.com/ci/content/player/47884.html,1983-1994,109,105,7,3367,107,34.35,6088,55.3,1,26,0,"September 14, 1957, Bloemfontein, Orange Free State",66y 319d,Left hand Bat,,Opening Batter,
AC Parore (NZ),https://www.espncricinfo.com/ci/content/player/38117.html,1992-2002,179,161,32,3314,108,25.68,4867,68.09,1,14,19,"January 23, 1971, Auckland",53y 188d,Right hand Bat,,Wicketkeeper Batter,
Moin Khan (PAK),https://www.espncricinfo.com/ci/content/player/41306.html,1990-2004,219,183,41,3266,72*,23,4017,81.3,0,12,17,"September 23, 1971, Rawalpindi, Punjab",52y 310d,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,
MDKJ Perera (SL),https://www.espncricinfo.com/ci/content/player/300631.html,2013-2023,116,111,5,3237,135,30.53,3485,92.88,6,17,12,"August 17, 1990, Kalubowila",33y 347d,Left hand Bat,,Wicketkeeper Batter,5ft 6in
Kamran Akmal (PAK),https://www.espncricinfo.com/ci/content/player/41028.html,2002-2017,157,138,14,3236,124,26.09,3855,83.94,5,10,10,"January 13, 1982, Lahore, Punjab",42y 198d,Right hand Bat,,Wicketkeeper Batter,
AN Cook (ENG),https://www.espncricinfo.com/ci/content/player/11728.html,2006-2014,92,92,4,3204,137,36.4,4154,77.13,5,19,7,"December 25, 1984, Gloucester",39y 217d,Left hand Bat,Right arm Slow,Opening Batter,6ft 2in
HDRL Thirimanne (SL),https://www.espncricinfo.com/ci/content/player/301236.html,2010-2019,127,106,14,3194,139*,34.71,4419,72.27,4,21,7,"August 09, 1989, Moratuwa",34y 355d,Left hand Bat,Right arm Medium fast,Top order Batter,5ft 10in
Umar Akmal (PAK),https://www.espncricinfo.com/ci/content/player/317273.html,2009-2019,121,110,17,3194,102*,34.34,3712,86.04,2,20,8,"May 26, 1990, Lahore, Punjab",34y 64d,Right hand Bat,Right arm Offbreak,Middle order Batter,
KJ Coetzer (SCOT),https://www.espncricinfo.com/ci/content/player/25446.html,2008-2023,89,87,5,3192,156,38.92,3875,82.37,5,21,8,"April 14, 1984, Aberdeen",40y 106d,Right hand Bat,Right arm Medium fast,Top order Batter,5ft 11in
DI Gower (ENG),https://www.espncricinfo.com/ci/content/player/13418.html,1978-1991,114,111,8,3170,158,30.77,4218,75.15,7,12,6,"April 01, 1957, Tunbridge Wells, Kent",67y 119d,Left hand Bat,Right arm Offbreak,Top order Batter,5ft 11in
RD Berrington (SCOT),https://www.espncricinfo.com/ci/content/player/25490.html,2008-2024,119,113,16,3156,127,32.53,4185,75.41,4,20,5,"April 03, 1987, Pretoria, South Africa",37y 117d,Right hand Bat,Right arm Medium fast,Top order Batter,
KR Rutherford (NZ),https://www.espncricinfo.com/ci/content/player/38258.html,1985-1995,121,115,9,3143,108,29.65,4888,64.3,2,18,6,"October 26, 1965, Dunedin, Otago",58y 277d,Right hand Bat,Right arm Medium,Top order Batter,
Imam-ul-Haq (PAK),https://www.espncricinfo.com/ci/content/player/568276.html,2017-2023,72,71,6,3138,151,48.27,3801,82.55,9,20,3,"December 22, 1995, Lahore, Punjab",28y 220d,Left hand Bat,,Top order Batter,
BJ Haddin (AUS),https://www.espncricinfo.com/ci/content/player/5560.html,2001-2015,126,115,16,3122,110,31.53,3706,84.24,2,16,2,"October 23, 1977, Cowra, New South Wales",46y 280d,Right hand Bat,,Wicketkeeper Batter,1.8 m
DM Bravo (WI),https://www.espncricinfo.com/ci/content/player/277472.html,2009-2022,122,117,14,3109,124,30.18,4434,70.11,4,18,9,"February 06, 1989, Trinidad",35y 174d,Left hand Bat,Right arm Medium,Top order Batter,
RJ Shastri (IND),https://www.espncricinfo.com/ci/content/player/33975.html,1981-1992,150,128,21,3108,109,29.04,5089,61.07,4,18,5,"May 27, 1962, Bombay (now Mumbai), Maharashtra",62y 63d,Right hand Bat,Slow Left arm Orthodox,Batting Allrounder,
SM Gavaskar (IND),https://www.espncricinfo.com/ci/content/player/28794.html,1974-1987,108,102,14,3092,103*,35.13,4966,62.26,1,27,8,"July 10, 1949, Bombay (now Mumbai), Maharashtra",75y 19d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Opening Batter,5ft 5in
DS Lehmann (AUS),https://www.espncricinfo.com/ci/content/player/6285.html,1996-2005,117,101,22,3078,119,38.96,3784,81.34,4,17,4,"February 05, 1970, Gawler, South Australia",54y 175d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,1.76 m
GJ Bailey (AUS),https://www.espncricinfo.com/ci/content/player/4451.html,2012-2016,90,85,10,3044,156,40.58,3645,83.51,3,22,3,"September 07, 1982, Launceston, Tasmania",41y 326d,Right hand Bat,Right arm Medium,Top order Batter,1.78 m
CS MacLeod (SCOT),https://www.espncricinfo.com/ci/content/player/232435.html,2008-2022,88,86,7,3026,175,38.3,3756,80.56,10,13,9,"November 15, 1988, Glasgow, Lanarkshire",35y 257d,Right hand Bat,"Right arm Medium fast, Right arm Offbreak",Top order Batter,
A Balbirnie (IRE),https://www.espncricinfo.com/ci/content/player/303423.html,2010-2024,108,102,8,3008,145*,32,4021,74.8,8,16,7,"December 28, 1990, Dublin, Ireland",33y 214d,Right hand Bat,Right arm Offbreak,Batter,
V Sibanda (Afr/ZIM),https://www.espncricinfo.com/ci/content/player/55787.html,2003-2016,127,126,4,2994,116,24.54,4716,63.48,2,21,14,"October 10, 1983, Highfields, Harare",40y 293d,Right hand Bat,"Right arm Medium, Right arm Offbreak",Opening Batter,
DJ Bravo (WI),https://www.espncricinfo.com/ci/content/player/51439.html,2004-2014,164,141,24,2968,112*,25.36,3606,82.3,2,10,11,"October 07, 1983, Santa Cruz, Trinidad",40y 296d,Right hand Bat,Right arm Medium,Allrounder,
AM Rahane (IND),https://www.espncricinfo.com/ci/content/player/277916.html,2011-2018,90,87,3,2962,111,35.26,3767,78.63,3,24,6,"June 06, 1988, Ashwi-KD, Maharashtra",36y 53d,Right hand Bat,Right arm Medium,Top order Batter,
HH Streak (Afr/ZIM),https://www.espncricinfo.com/ci/content/player/55761.html,1993-2005,189,159,55,2943,79*,28.29,4008,73.42,0,13,6,"March 16, 1974, Bulawayo",,Right hand Bat,Right arm Fast medium,Allrounder,6ft 1in
WW Hinds (WI),https://www.espncricinfo.com/ci/content/player/52057.html,1999-2010,119,111,10,2880,127*,28.51,4393,65.55,5,14,8,"September 07, 1976, Kingston, Jamaica",47y 326d,Left hand Bat,Right arm Medium,Batter,
KL Rahul (IND),https://www.espncricinfo.com/ci/content/player/422108.html,2016-2023,75,70,14,2820,112,50.35,3211,87.82,7,18,2,"April 18, 1992, Bangalore, Karnataka",32y 102d,Right hand Bat,,Wicketkeeper Batter,
IJL Trott (ENG),https://www.espncricinfo.com/ci/content/player/47623.html,2009-2013,68,65,10,2819,137,51.25,3658,77.06,4,22,5,"April 22, 1981, Cape Town, Cape Province",43y 98d,Right hand Bat,Right arm Medium,Top order Batter,6ft
AL Logie (WI),https://www.espncricinfo.com/ci/content/player/52347.html,1981-1993,158,133,36,2809,109*,28.95,3801,73.9,1,14,13,"September 28, 1960, Sobo, Trinidad",63y 305d,Right hand Bat,Right arm Offbreak,Middle order Batter,
AH Jones (NZ),https://www.espncricinfo.com/ci/content/player/37491.html,1987-1995,87,87,9,2784,93,35.69,4811,57.86,0,25,4,"May 09, 1959, Wellington",65y 81d,Right hand Bat,Right arm Offbreak,Top order Batter,
SE Marsh (AUS),https://www.espncricinfo.com/ci/content/player/6683.html,2008-2019,73,72,4,2773,151,40.77,3406,81.41,7,15,3,"July 09, 1983, Narrogin, Western Australia",41y 20d,Left hand Bat,Slow Left arm Orthodox,Top order Batter,1.84 m
RA Jadeja (IND),https://www.espncricinfo.com/ci/content/player/234675.html,2009-2023,197,132,47,2756,87,32.42,3240,85.06,0,13,6,"December 06, 1988, Navagam-Khed, Saurashtra",35y 236d,Left hand Bat,Slow Left arm Orthodox,Allrounder,
M Kaif (IND),https://www.espncricinfo.com/ci/content/player/29990.html,2002-2006,125,110,24,2753,111*,32.01,3822,72.03,2,17,8,"December 01, 1980, Allahabad, Uttar Pradesh",43y 241d,Right hand Bat,Right arm Offbreak,Batter,
SV Carlisle (ZIM),https://www.espncricinfo.com/ci/content/player/55307.html,1995-2005,111,107,8,2740,121*,27.67,4325,63.35,3,9,11,"May 10, 1972, Salisbury (now Harare)",52y 80d,Right hand Bat,Right arm Medium,Top order Batter,
Mohammad Shahzad (AFG),https://www.espncricinfo.com/ci/content/player/419873.html,2009-2019,84,84,3,2727,131*,33.66,3082,88.48,6,14,4,"January 10, 1987, Nangarhar, Afghanistan",37y 201d,Right hand Bat,,Wicketkeeper Batter,5ft 3in
Salman Butt (PAK),https://www.espncricinfo.com/ci/content/player/42683.html,2004-2010,78,78,4,2725,136,36.82,3572,76.28,8,14,15,"October 07, 1984, Lahore, Punjab",39y 296d,Left hand Bat,Right arm Offbreak,Batter,
RG Twose (NZ),https://www.espncricinfo.com/ci/content/player/38624.html,1995-2001,87,81,11,2717,103,38.81,3603,75.4,1,20,5,"April 17, 1968, Torquay, Devon, England",56y 103d,Left hand Bat,Right arm Medium,Top order Batter,
KA Pollard (WI),https://www.espncricinfo.com/ci/content/player/230559.html,2007-2022,123,113,9,2706,119,26.01,2866,94.41,3,13,15,"May 12, 1987, Tacarigua, Trinidad",37y 78d,Right hand Bat,Right arm Medium,Batting Allrounder,
GJ Whittall (ZIM),https://www.espncricinfo.com/ci/content/player/55848.html,1993-2003,147,142,22,2705,83,22.54,4011,67.43,0,11,12,"September 05, 1972, Chipinge, Manicaland",51y 328d,Right hand Bat,Right arm Medium,Batting Allrounder,
RS Bopara (ENG),https://www.espncricinfo.com/ci/content/player/10582.html,2007-2015,120,109,21,2695,101*,30.62,3462,77.84,1,14,4,"May 04, 1985, Forest Gate, London",39y 86d,Right hand Bat,Right arm Medium,Batting Allrounder,5ft 10in
MR Marsh (AUS),https://www.espncricinfo.com/ci/content/player/272450.html,2011-2023,89,85,11,2672,177*,36.1,2778,96.18,3,18,7,"October 20, 1991, Attadale, Perth",32y 283d,Right hand Bat,Right arm Medium,Allrounder,
Mudassar Nazar (PAK),https://www.espncricinfo.com/ci/content/player/41308.html,1977-1989,122,115,10,2653,95,25.26,5130,51.71,0,16,6,"April 06, 1956, Lahore, Punjab",68y 114d,Right hand Bat,Right arm Medium,Batting Allrounder,
EC Joyce (ENG/IRE),https://www.espncricinfo.com/ci/content/player/24249.html,2006-2018,78,77,8,2622,160*,38,3630,72.23,6,15,5,"September 22, 1978, Dublin",45y 311d,Left hand Bat,Right arm Medium,Top order Batter,5ft 10in
Ahmed Shehzad (PAK),https://www.espncricinfo.com/ci/content/player/259410.html,2009-2017,81,81,1,2605,124,32.56,3614,72.08,6,14,7,"November 23, 1991, Lahore, Punjab",32y 249d,Right hand Bat,Legbreak,Opening Batter,
NJ O'Brien (IRE),https://www.espncricinfo.com/ci/content/player/24289.html,2006-2018,103,101,9,2581,109,28.05,3638,70.94,1,18,3,"November 08, 1981, Dublin",42y 264d,Left hand Bat,,Wicketkeeper Batter,5ft 7in
Zaheer Abbas (PAK),https://www.espncricinfo.com/ci/content/player/43695.html,1974-1985,62,60,6,2572,123,47.62,3033,84.8,7,13,2,"July 24, 1947, Sialkot, Punjab",77y 5d,Right hand Bat,Right arm Offbreak,Middle order Batter,
